  120.2000   22.9000   0.175E-05
  120.2500   22.8000   0.155E-05
  120.2500   22.8500   0.114E-05
  120.2500   22.7500   0.273E-05
  120.2500   22.9000   0.135E-05
  120.3000   22.8000   0.162E-05
  120.3000   22.8500   0.115E-05
  120.3000   22.7500   0.231E-05
  120.3000   22.9000   0.122E-05
  120.3000   22.7000   0.222E-05
  120.3000   22.6500   0.138E-05
  120.3000   22.6000   0.450E-06
  120.3500   22.9000   0.121E-05
  120.3500   22.7000   0.148E-05
  120.3500   22.7500   0.159E-05
  120.3500   22.8500   0.124E-05
  120.3500   22.6000   0.396E-06
  120.3500   22.8000   0.151E-05
  120.3500   22.6500   0.983E-06
  120.3500   22.5500   0.186E-06
  120.4000   22.8500   0.146E-05
  120.4000   22.5000   0.914E-06
  120.4000   22.5500   0.593E-06
  120.4000   22.6000   0.547E-06
  120.4000   22.7000   0.564E-06
  120.4000   22.6500   0.641E-06
  120.4000   22.7500   0.859E-06
  120.4000   22.8000   0.120E-05
  120.4000   22.9000   0.147E-05
  120.4500   22.9000   0.144E-05
  120.4500   22.5500   0.103E-05
  120.4500   22.6500   0.551E-06
  120.4500   22.8000   0.922E-06
  120.4500   22.5000   0.146E-05
  120.4500   22.8500   0.128E-05
  120.4500   22.7000   0.361E-06
  120.4500   22.6000   0.708E-06
  120.4500   22.7500   0.567E-06
  120.5000   22.5000   0.144E-05
  120.5000   22.6000   0.682E-06
  120.5000   22.5500   0.104E-05
  120.5000   22.7000   0.402E-06
  120.5000   22.7500   0.547E-06
  120.5000   22.4500   0.181E-05
  120.5000   22.8500   0.640E-06
  120.5000   22.8000   0.691E-06
  120.5000   22.6500   0.479E-06
  120.5500   22.9000   0.158E-06
  120.5500   22.6000   0.572E-06
  120.5500   22.4500   0.112E-05
  120.5500   22.7000   0.453E-06
  120.5500   22.5000   0.919E-06
  120.5500   22.4000   0.103E-05
  120.5500   22.5500   0.752E-06
  120.5500   22.7500   0.488E-06
  120.5500   22.8000   0.537E-06
  120.5500   22.8500   0.389E-06
  120.5500   22.6500   0.408E-06
  120.6000   22.3500   0.639E-07
  120.6000   22.5500   0.517E-06
  120.6000   22.8500   0.439E-06
  120.6000   22.4500   0.587E-06
  120.6000   22.6500   0.417E-06
  120.6000   22.5000   0.512E-06
  120.6000   22.9000   0.643E-06
  120.6000   22.6000   0.501E-06
  120.6000   22.7000   0.369E-06
  120.6000   22.7500   0.299E-06
  120.6000   22.4000   0.404E-06
  120.6000   22.8000   0.335E-06
