>
120.28295 22.76000
120.32875 22.70000
120.36300 22.65500
120.36405 22.65363
120.36510 22.65225
120.36615 22.65088
120.36720 22.64950
120.36824 22.64813
120.36927 22.64675
120.37031 22.64538
120.37133 22.64400
120.37235 22.64263
120.37337 22.64125
120.37437 22.63988
120.37536 22.63850
120.37635 22.63713
120.37732 22.63575
120.37828 22.63438
120.37923 22.63300
120.38016 22.63163
120.38108 22.63025
120.38199 22.62888
120.38288 22.62750
120.38356 22.62656
120.38423 22.62563
120.38490 22.62469
120.38557 22.62375
120.38623 22.62281
120.38688 22.62188
120.38753 22.62094
120.38817 22.62000
120.38882 22.61906
120.38946 22.61813
120.39010 22.61719
120.39073 22.61625
120.39137 22.61531
120.39201 22.61438
120.39265 22.61344
120.39329 22.61250
120.39393 22.61156
120.39457 22.61063
120.39522 22.60969
120.39588 22.60875
120.39637 22.60788
120.39686 22.60700
120.39736 22.60613
120.39787 22.60525
120.39837 22.60438
120.39888 22.60350
120.39940 22.60263
120.39992 22.60175
120.40044 22.60088
120.40096 22.60000
120.40149 22.59913
120.40202 22.59825
120.40256 22.59738
120.40309 22.59650
120.40363 22.59563
120.40418 22.59475
120.40472 22.59388
120.40527 22.59300
120.40582 22.59213
120.40638 22.59125
120.40705 22.59019
120.40772 22.58913
120.40840 22.58806
120.40908 22.58700
120.40977 22.58594
120.41046 22.58488
120.41115 22.58381
120.41184 22.58275
120.41253 22.58169
120.41323 22.58063
120.41393 22.57956
120.41463 22.57850
120.41533 22.57744
120.41603 22.57638
120.41673 22.57531
120.41744 22.57425
120.41814 22.57319
120.41884 22.57213
120.41955 22.57106
120.42025 22.57000
120.42113 22.56875
120.42202 22.56750
120.42290 22.56625
120.42379 22.56500
120.42467 22.56375
120.42556 22.56250
120.42645 22.56125
120.42734 22.56000
120.42823 22.55875
120.42912 22.55750
120.43002 22.55625
120.43092 22.55500
120.43182 22.55375
120.43273 22.55250
120.43364 22.55125
120.43455 22.55000
120.43547 22.54875
120.43639 22.54750
120.43732 22.54625
120.43825 22.54500
120.43912 22.54379
120.44000 22.54258
120.44088 22.54136
120.44176 22.54015
120.44265 22.53894
120.44355 22.53773
120.44444 22.53651
120.44534 22.53530
120.44624 22.53409
120.44715 22.53288
120.44806 22.53166
120.44896 22.53045
120.44987 22.52924
120.45078 22.52803
120.45169 22.52681
120.45261 22.52560
120.45352 22.52439
120.45443 22.52318
120.45534 22.52196
120.45625 22.52075
120.45781 22.51886
120.45936 22.51698
120.46091 22.51509
120.46246 22.51320
120.46400 22.51131
120.46554 22.50943
120.46709 22.50754
120.46863 22.50565
120.47016 22.50376
120.47170 22.50188
120.47323 22.49999
120.47477 22.49810
120.47630 22.49621
120.47783 22.49433
120.47936 22.49244
120.48089 22.49055
120.48242 22.48866
120.48394 22.48678
120.48547 22.48489
120.48700 22.48300
120.52600 22.43300
