245.888876667	29.9787066667	-1152
246.96821	29.97529	-284
245.87457	29.92127	-2130
245.93762	29.8904942857	-2952
246.9578	29.929	-96
246.979326	29.909278	-478
245.874475	29.866665	-736
245.902538	29.836487	-3141
247.09217	29.839086	-470
247.156133333	29.8022333333	-305
245.926845	29.7882725	-1238
245.996625	29.7808475	-2151
246.081066	29.773334	-3037
246.172538889	29.7512188889	-7136
247.1931525	29.75145	-394
247.2215	29.7565666667	-270
246.085713333	29.6600033333	-4840
246.13786	29.70591	-838
246.34858	29.62817	-240
247.1128	29.6469166667	-340
247.154565	29.6866875	-372
246.07194	29.58486	-3262
246.256184	29.571064	-2139
246.343975556	29.59138	-2040
247.019503333	29.5629333333	-743
247.066608	29.60354	-851
246.10767	29.5266033333	-1005
246.160293333	29.5101416667	-3292
246.20977	29.54003	-551
246.36213	29.500116	-1126
246.922234	29.486374	-1592
246.978973333	29.5302233333	-900
246.3652	29.412458	-1510
246.875	29.4321	-752
246.8798	29.407775	-1628
246.366188	29.33044	-2654
246.440115	29.301835	-310
246.884118	29.33074	-2230
246.36978	29.2736	-970
246.4164225	29.284205	-1657
246.478662	29.246074	-1624
246.88438	29.25402	-1612
245.175066	29.141618	-347
246.4836225	29.1687925	-3884
246.609995	29.132485	-1581
246.642	29.139	-1208
246.900908571	29.1800285714	-1568
246.995656	29.1717	-2159
247.083906	29.170392	-2172
247.16625	29.1713325	-1492
247.259225	29.1743875	-1160
247.339076667	29.166505	-1393
247.394056	29.164886	-1047
245.02159	29.097965	-172
245.076776667	29.0857666667	-765
245.138613333	29.0914833333	-242
246.579625	29.112815	-1491
246.68418	29.08902	-5220
246.70865	29.06353	-1131
247.278505	29.049745	-792
247.328298333	29.0959333333	-1773
245.02222	29.03752	-90
245.17938	29.01311	-252
245.21895	28.98845	-79
246.611426667	28.9783	-1007
246.664482	29.0183	-4126
246.87165	28.96045	-541
246.925176	28.983404	-625
246.9724	28.96638	-245
247.176813333	28.9628466667	-2436
247.231794286	28.9959657143	-3042
245.34179	28.87823	-79
245.400376667	28.8982633333	-208
246.60252	28.9502866667	-726
246.661116667	28.92345	-1319
246.744052	28.902946	-4892
246.83019	28.9144244444	-7586
246.922251	28.913848	-3499
246.991515556	28.9423966667	-1497
247.095845714	28.93511	-2801
