2018	2	1	0	2	54.12	24	27.46	121	25.51	6.47	2.56
2018	2	1	0	26	2.73	23	22.51	120	41.83	6.71	0.97
2018	2	1	0	34	24.69	23	56.06	121	1.52	5.18	0.68
2018	2	1	0	41	47.94	23	32.52	121	43.88	30.18	1.53
2018	2	1	0	42	24.8	23	48.36	121	25.91	23.4	1.09
2018	2	1	1	7	58.48	22	58.44	120	58.77	6.36	3.99
2018	2	1	1	37	52.64	24	46.2	121	59.12	83.52	2.56
2018	2	1	1	53	43.55	23	43.94	121	33.83	36.8	1.54
2018	2	1	1	54	0.56	23	53.96	121	35.42	26.45	1.56
2018	2	1	2	8	23.64	22	58.32	121	0.24	8.79	1.58
2018	2	1	2	19	15.66	23	28.81	120	29.14	11.39	1.53
2018	2	1	2	22	53.04	22	59.05	120	58.52	11.84	1.41
2018	2	1	3	14	38.67	24	26.9	121	46.61	5.1	1.51
2018	2	1	3	46	13.73	23	36.39	121	29.46	28.31	1.33
2018	2	1	3	55	9.64	23	35.68	120	40.81	17.38	1.12
2018	2	1	4	5	18.95	22	59.68	121	3.57	18.81	1.27
2018	2	1	4	5	31.81	22	58.93	120	59.63	7.51	1.56
2018	2	1	4	7	30.8	24	15.89	121	40.69	5.78	1.42
2018	2	1	4	20	47.65	22	11.83	121	7.68	22.79	1.92
2018	2	1	4	27	48	23	41.84	121	30.89	1.03	1.07
2018	2	1	5	25	36.37	23	11.11	121	19.06	8.6	1.81
2018	2	1	5	52	17.33	25	55.98	119	17.22	5.76	1.74
2018	2	1	6	3	40.03	22	59.53	121	0.02	13.05	1.15
2018	2	1	6	11	33.8	24	34.95	121	29.03	8	1.12
2018	2	1	6	28	4.18	23	5.41	120	41.12	8.01	0.96
2018	2	1	6	33	17.78	23	21.14	120	53.68	6.6	1.38
2018	2	1	6	49	25.81	22	58.79	121	0.1	9.01	1.51
2018	2	1	6	53	32.52	23	44.85	122	9.81	23.06	2.05
2018	2	1	6	56	50.39	23	8.07	120	42.72	7.26	1.15
2018	2	1	7	11	0.15	25	59.57	119	11.73	6.89	1.9
2018	2	1	7	31	48.16	24	24.68	121	39.16	22.92	2.14
2018	2	1	7	51	23.64	23	39.43	120	42.33	14.46	1.06
2018	2	1	7	51	54.29	22	21.53	120	50.71	4.39	0.98
2018	2	1	8	38	46.39	23	42.36	121	32.1	3.75	1.59
2018	2	1	8	49	23.38	23	59.56	122	30.54	12.34	2.21
2018	2	1	8	49	30.85	23	10.58	120	43.47	7.18	0.85
2018	2	1	8	59	52.68	23	29.86	120	42.52	7.07	1.43
2018	2	1	9	18	40.57	23	21.08	120	52.28	1.31	1.23
2018	2	1	9	31	1.64	23	36.24	120	42.49	15.86	1.16
2018	2	1	9	35	13.56	23	33.56	120	39.1	15.95	1.55
2018	2	1	9	49	33.66	22	59.18	121	0.2	12.85	1.33
2018	2	1	10	33	51.16	22	59.37	120	59.8	8.18	1.47
2018	2	1	10	34	16.8	22	59.31	120	59.33	8.51	1.32
2018	2	1	10	51	44.91	23	11.76	120	57.82	1.11	0.84
2018	2	1	11	39	5.99	22	56.87	121	2.45	28.15	1.41
2018	2	1	11	54	7.11	22	35.59	121	33.03	15.67	1.97
2018	2	1	11	54	38.39	22	57.74	121	2.88	18.47	1.28
2018	2	1	11	56	0.62	23	19	120	56.96	2.86	1.31
2018	2	1	11	57	46.85	23	19.14	120	56.83	2.05	0.97
2018	2	1	12	3	12.84	24	3.33	122	23.24	26.5	1.98
2018	2	1	12	6	3.52	23	12.11	121	21.71	17.36	3.52
2018	2	1	13	24	18.24	23	9.35	120	31.9	12.49	1.07
2018	2	1	13	38	4.39	24	24.47	121	39.01	22.15	1.81
2018	2	1	13	53	43	22	55.48	120	31.72	16.18	2.75
2018	2	1	14	17	11.94	21	58.74	121	38.31	23.89	2.83
2018	2	1	14	17	53.17	24	21.76	122	0.41	34.16	2.67
2018	2	1	14	52	27.07	23	10.6	120	34.79	7.39	1.04
2018	2	1	15	7	36.52	22	26.98	120	46.65	6.9	1.3
2018	2	1	15	42	4.58	23	21.76	121	37.7	30.84	1.56
2018	2	1	15	48	15.24	24	11.37	120	58.93	12.89	2.76
2018	2	1	15	52	36.4	22	49.89	120	38.55	16.77	1.32
2018	2	1	16	2	20.25	23	50.93	122	46.79	18.86	2.63
2018	2	1	16	13	20.86	24	25.07	121	48.32	13.48	1.95
2018	2	1	16	28	44.82	24	26.97	121	55.18	16.25	1.34
2018	2	1	16	28	44.85	24	2.52	122	24.81	25.72	2.44
2018	2	1	16	33	16.23	24	41.55	121	43.48	7.81	1.29
2018	2	1	16	34	43.93	23	28.56	121	18.01	10.26	1.96
2018	2	1	17	51	1.48	23	15.01	120	24.61	8.41	0.94
2018	2	1	17	51	34.37	23	5.47	120	48.95	8.42	0.6
2018	2	1	18	16	59.31	24	5.35	121	1.2	42.92	2.88
2018	2	1	18	17	27.15	22	58.41	120	59.84	1.9	2.7
2018	2	1	18	17	47.95	22	55.13	121	9.23	19.02	2.1
2018	2	1	18	18	3.73	22	58.73	120	57.55	11.32	1.19
2018	2	1	18	20	7.93	22	58.73	121	0.06	7.02	1.03
2018	2	1	18	24	6.66	22	58.57	121	0.78	15.31	1.05
2018	2	1	18	24	16.67	22	28.43	120	57.47	8.6	1.48
2018	2	1	18	51	33.96	22	59.3	121	0.3	10.44	1.2
2018	2	1	19	0	19.68	22	41.73	120	55.58	6.81	1.04
2018	2	1	19	56	17.33	23	6.59	120	40.97	7.2	1.16
2018	2	1	20	33	29.29	23	35.89	120	44.08	14.48	1.15
2018	2	1	20	46	32.83	22	38.17	121	21.3	34.67	1.99
2018	2	1	20	52	45.62	24	2.33	121	37.29	9.34	1
2018	2	1	20	52	49.62	24	3.29	121	36.27	8.5	1.26
2018	2	1	20	52	56.56	24	3.59	121	35.9	8.87	1.39
2018	2	1	20	53	1.7	23	12.96	121	13.49	7.69	2.19
2018	2	1	20	53	42.09	24	4.63	121	33.36	10.07	0.52
2018	2	1	20	54	51.22	24	11.9	120	58.44	13.8	1.97
2018	2	1	21	5	1	23	50.7	121	32.62	20	1.56
2018	2	1	22	4	47.17	24	14.11	121	47.52	15.01	1.64
2018	2	1	22	14	42.53	22	49.93	120	1.66	22.21	2.05
2018	2	1	22	45	19.98	22	51.7	120	40.49	5.71	1.54
2018	2	1	23	58	56.99	24	25.04	121	39.31	22.87	1.71
2018	2	2	0	11	1.19	25	2.86	121	39.37	121.01	2.62
2018	2	2	0	55	49.17	23	3.27	120	47.61	6.95	1.44
2018	2	2	3	15	45.79	23	5.61	120	42.59	5.82	1.98
2018	2	2	3	16	18.7	23	5.8	120	41.66	1.57	1.51
2018	2	2	3	35	1.37	23	39.2	120	42.54	11.31	1.15
2018	2	2	3	44	58.74	24	8.34	121	35.65	3.59	1.17
2018	2	2	3	52	11.93	24	32.29	121	48.12	3.12	1.7
2018	2	2	4	4	24.77	23	25.19	121	31.11	32.18	2.6
2018	2	2	4	6	35.51	24	16.15	121	39.78	5.29	1.59
2018	2	2	4	16	17.05	23	45.65	121	27.08	11	1.83
2018	2	2	4	16	31.96	23	8.23	120	29.69	8.53	1.39
2018	2	2	4	25	12.34	22	58.85	121	0.08	7.91	2.03
2018	2	2	4	28	10.12	23	8.48	120	30.25	8.35	0.73
2018	2	2	4	52	59.02	23	24.11	121	46.49	38.8	1.59
2018	2	2	5	8	8.46	24	14.99	121	52.75	22.77	1.7
2018	2	2	5	35	0.73	24	30.13	121	51.19	13.09	1.98
2018	2	2	6	34	26.83	23	44.19	121	24.33	22.4	1.82
2018	2	2	6	43	42.94	22	59.23	121	0.75	9.75	1.55
2018	2	2	6	49	34.9	24	14.52	121	40.88	7.28	1.53
2018	2	2	7	0	33.24	23	9.35	120	43.37	7.83	0.95
2018	2	2	7	9	4.56	24	31.75	121	49.68	7.09	1.62
2018	2	2	7	32	13.62	23	17.95	120	23.66	4.98	1.75
2018	2	2	7	50	11.33	24	31.16	121	48.86	18.61	2.05
2018	2	2	8	0	56.81	24	16.61	122	6.86	68.11	2.17
2018	2	2	8	13	28.61	25	53.19	119	29.33	3.41	1.33
2018	2	2	8	38	59.2	24	26.19	121	53.32	14.84	1.71
2018	2	2	8	43	5.13	21	8.96	121	15.9	78.68	3.2
2018	2	2	8	52	15.19	24	18.54	122	18.33	11.61	2.55
2018	2	2	8	56	57.39	25	23.8	119	46.37	35.91	1.69
2018	2	2	8	57	16.29	24	24.69	121	40.29	23.49	1.86
2018	2	2	8	58	8.65	24	35.65	120	52.96	14.04	1.74
2018	2	2	10	19	12.88	24	14.13	121	53.01	22.34	1.64
2018	2	2	10	38	15.75	24	16.69	120	47.07	7.65	1.45
2018	2	2	10	43	43.5	23	35.61	120	42.32	15.37	1
2018	2	2	12	22	56.62	22	42.67	120	55.17	7.31	1.12
2018	2	2	12	25	23.23	23	5.74	121	22.19	20.33	1.68
2018	2	2	13	1	44.04	23	56.34	121	36.08	22.19	1.37
2018	2	2	13	7	35.13	22	59.44	120	46.29	9.17	0.83
2018	2	2	13	30	34.9	23	36.27	120	43.78	21.07	1.29
2018	2	2	13	41	8.97	22	21.22	120	55.75	8.85	1.28
2018	2	2	14	23	11.01	23	20.13	121	20.08	33.07	1.34
2018	2	2	14	26	28.82	23	36.45	120	41.7	19.41	1.08
2018	2	2	14	29	40.21	24	36.44	121	36.75	10.2	1.08
2018	2	2	14	52	8.61	24	5.93	121	44.09	30.8	2.44
2018	2	2	15	27	7.86	23	38.08	120	37.77	7.38	1.28
2018	2	2	15	29	42.07	23	7.65	121	14.42	20.13	1.5
2018	2	2	15	41	40.85	23	33.07	120	40.94	7.88	1.2
2018	2	2	16	1	14.82	22	57.46	121	0.05	8.89	1.5
2018	2	2	16	25	16.85	22	57.92	121	0.44	11.77	1.02
2018	2	2	16	40	33.2	23	6.38	120	40.49	8.7	1.41
2018	2	2	16	52	48.28	24	26.12	121	40.98	28.96	1.65
2018	2	2	16	56	30.74	22	58.34	121	0.35	10.17	0.8
2018	2	2	17	16	53.53	23	36.06	120	41.77	7.76	1.14
2018	2	2	17	18	58.66	22	59.01	120	59.76	6.56	0.84
2018	2	2	17	41	55.89	23	2.03	120	47.61	5.92	0.99
2018	2	2	17	42	13.61	24	2.46	120	50.05	15.06	1.6
2018	2	2	17	53	29.94	22	58.7	121	0.25	11.43	1.57
2018	2	2	17	58	51.48	22	58.27	120	59.7	7	2.64
2018	2	2	18	0	14.51	23	0.03	121	0.65	5.01	1.04
2018	2	2	18	5	25.05	22	59.88	121	1.07	9.77	0.93
2018	2	2	18	9	20.68	22	59.87	121	0.87	6.94	0.84
2018	2	2	18	22	14.39	24	0.93	121	17.07	2.35	0.94
2018	2	2	18	47	38.26	22	58.68	120	58.56	6.83	1.22
2018	2	2	19	14	41.52	24	2.42	121	33.26	17.32	1.13
2018	2	2	19	42	8.43	22	40.5	119	47.55	41.21	4.02
2018	2	2	19	46	15.92	22	51.17	120	39.9	12.7	1.61
2018	2	2	20	9	37.91	24	40.64	121	44.81	71.5	2.27
2018	2	2	20	12	14.68	23	42.19	120	58.3	17.23	0.88
2018	2	2	20	22	1.42	23	35.11	120	43.72	17.45	1.74
2018	2	2	21	20	55.18	23	11.46	120	57.99	9.33	0.8
2018	2	2	21	22	49.72	23	9.48	120	30.64	8.1	1.65
2018	2	2	21	54	55.72	22	58.77	121	0.42	9.65	1.1
2018	2	2	22	20	15.19	23	1.72	121	0.05	1.77	1.27
2018	2	2	22	20	48.23	23	2.42	121	0.33	5.41	1.42
2018	2	2	22	38	48.23	24	35.31	121	36.84	5.59	0.51
2018	2	2	22	56	46.52	24	24.27	121	38.5	19.49	1.31
2018	2	2	23	1	46.39	22	59.43	120	59.86	5.22	1.42
2018	2	3	0	37	59.11	23	59.03	121	35.93	27.51	2.07
2018	2	3	0	54	16	23	27.47	121	31.09	22.63	1.54
2018	2	3	1	56	4.09	24	34.76	122	21.23	11.55	2.74
2018	2	3	2	30	16.93	24	31	121	27.96	12.81	1.72
