121.58092	25.29444	34.4449
121.50087	25.26079	33.7737
121.63276	25.25691	34.798
121.65193	25.20861	36.2538
121.50149	25.20373	33.9006
121.58547	25.1876	34.9311
121.42689	25.1815	36.2802
121.53954	25.17888	35.4302
121.63756	25.16938	36.6947
121.56548	25.164	36.4078
121.46155	25.14615	31.7515
121.56069	25.14838	36.6194
121.6049	25.14661	36.7789
121.49877	25.13357	32.7483
121.40066	25.11728	34.176
121.37818	25.07637	33.9803
121.67981	25.07174	37.4322
121.78107	25.07105	37.1357
121.38276	25.05303	33.9087
121.08042	25.04105	32.4778
121.61385	25.04045	35.316
121.67317	25.03452	36.4742
121.45224	25.02001	34.7333
121.93748	25.02037	38.0276
121.4421	24.99765	34.3017
121.50816	24.982	35.0892
121.37797	24.96777	35.549
121.52472	24.9591	34.7333
121.01016	24.93289	32.9548
121.71395	24.93362	34.6586
121.18529	24.90845	32.4336
121.77893	24.86174	37.4813
121.94321	24.8419	48.7469
121.01425	24.82775	32.3569
120.98234	24.80972	30.9595
120.95945	24.80322	32.28
121.33146	24.79904	32.1279
121.04407	24.7766	31.0227
121.17603	24.77666	30.148
120.9905	24.76665	31.4162
121.75662	24.76404	42.4322
121.04161	24.74787	30.8508
121.63563	24.75311	37.3202
121.24302	24.73348	30.7878
120.95028	24.71492	30.3936
121.42612	24.69948	28.7569
121.77162	24.70003	47.7462
121.20048	24.6788	29.1894
121.05855	24.67463	29.6764
120.9248	24.66204	30.508
120.97926	24.6356	30.9477
121.56158	24.63478	37.8782
121.29559	24.60712	30.538
121.68714	24.60951	52.8025
121.512	24.60225	35.4464
121.867485	24.59315	63.18705
120.81026	24.58345	29.3784
121.0866	24.57895	30.5477
121.49613	24.57484	38.5502
120.97604	24.53884	26.2071
120.7041	24.47279	31.3704
121.81021	24.44934	49.475
121.3828	24.4282	27.9258
120.87183	24.42288	28.2733
120.76873	24.41435	30.3567
120.98584	24.39781	24.1677
120.6253	24.362	31.6291
120.65498	24.35621	31.3739
120.7818	24.34306	32.1081
120.7154	24.3286	29.2882
121.74944	24.309	42.9663
120.90758	24.29107	26.8157
120.6006	24.2798	32.0576
121.02645	24.28059	15.5
120.58215	24.27101	33.6109
120.69188	24.27163	29.638
121.22634	24.24247	23.0673
120.8009	24.22579	22.2
121.48486	24.20501	23.8422
121.00655	24.2022	16.6003
120.5296	24.1844	32.2349
120.5763	24.1812	31.4651
120.80286	24.17955	20.8147
120.89488	24.17078	16.7108
121.57124	24.17175	23.6019
121.66189	24.14921	22.8081
120.5783	24.14445	31.4353
121.27262	24.14347	15.2611
121.65159	24.12779	19.9251
120.51241	24.09648	32.1512
120.6039	24.09133	30.3041
120.64816	24.0937	29.5054
121.02941	24.09233	8.7367
121.17247	24.08216	5.66127
120.5573	24.06605	31.7907
120.43513	24.06001	31.5902
120.69943	24.04236	26.6013
120.72445	24.03516	22.6753
120.9328	24.04308	11.6842
121.18605	24.03519	7.86448
120.52644	24.02564	31.8002
121.18216	24.02934	8.70057
121.61034	24.01788	13.9488
120.82331	24.01115	18.4296
120.64059	23.98667	29.1275
121.61351	23.97538	8.82553
121.49358	23.96521	11.9641
120.52011	23.96494	32.8868
120.69798	23.94625	26.7329
120.8289	23.94538	13.7004
120.9341	23.95442	10.7564
120.32017	23.92231	34.2791
120.63603	23.91568	28.8624
121.55081	23.89724	7.15891
121.60184	23.9035	16.7869
120.79857	23.88388	13.0269
120.90835	23.88124	10.0045
120.64631	23.87021	29.6044
120.5787	23.82489	28.8517
121.4414	23.81185	9.87927
120.41955	23.79759	33.0775
120.99417	23.79303	2.64764
121.56273	23.78761	20.5913
120.64056	23.75606	29.3143
120.74769	23.75226	13.3154
120.76763	23.74596	9.19239
120.28662	23.7294	32.3827
121.48228	23.68512	16.2585
120.85627	23.68355	6.91231
119.59237	23.65527	33.6728
120.76855	23.66448	8.22192
