>>time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019/7/9,35.6838333,-117.543,4.99,3.11,ml,72,38,0.0451,0.13,ci,ci38500391,2020-03-23T21:55:33.490Z,"14km ENE of Ridgecrest, CA",earthquake,0.09,0.16,0.158,117,reviewed,ci,ci
2019/7/9,35.9543333,-117.677,2.03,3.54,mw,66,27,0.02253,0.14,ci,ci38500135,2020-03-23T18:45:35.100Z,"21km E of Little Lake, CA",earthquake,0.09,0.14,,4,reviewed,ci,ci
2019/7/9,35.7198333,-117.4986667,0.64,2.71,ml,29,62,0.125,0.19,ci,ci38500127,2019-07-09T10:31:35.740Z,"10km WSW of Searles Valley, CA",earthquake,0.3,0.87,0.159,25,automatic,ci,ci
2019/7/9,35.6668333,-117.502,3.53,2.63,ml,33,63,0.08647,0.15,ci,ci38499415,2019-07-09T10:04:41.850Z,"14km SW of Searles Valley, CA",earthquake,0.25,0.86,0.156,25,automatic,ci,ci
2019/7/9,35.6841667,-117.556,8.57,2.57,ml,29,66,0.1238,0.15,ci,ci38499319,2019-07-09T09:33:35.120Z,"13km ENE of Ridgecrest, CA",earthquake,0.25,0.92,0.11,25,automatic,ci,ci
2019/7/9,35.88,-117.6865,3.82,3.14,ml,61,28,0.07383,0.15,ci,ci38499303,2020-03-20T23:41:34.990Z,"21km ESE of Little Lake, CA",earthquake,0.1,0.3,0.151,89,reviewed,ci,ci
2019/7/9,35.6626667,-117.5416667,8.83,3.21,ml,72,25,0.04629,0.12,ci,ci38499159,2020-03-20T23:37:31.760Z,"13km ENE of Ridgecrest, CA",earthquake,0.09,0.18,0.155,125,reviewed,ci,ci
2019/7/9,35.6716667,-117.5316667,7.41,2.86,ml,31,68,0.1021,0.19,ci,ci38498903,2019-07-09T09:04:49.618Z,"14km ENE of Ridgecrest, CA",earthquake,0.29,1.26,0.11,25,automatic,ci,ci
2019/7/9,36.0248333,-117.8685,1.7,3.21,ml,62,53,0.02462,0.16,ci,ci38498647,2020-03-20T23:47:40.290Z,"8km ESE of Coso Junction, CA",earthquake,0.12,0.17,0.122,78,reviewed,ci,ci
2019/7/9,35.8505,-117.6733333,4.7,2.93,ml,31,44,0.07071,0.13,ci,ci38498623,2020-01-28T20:06:23.773Z,"23km ESE of Little Lake, CA",earthquake,0.13,0.31,0.103,18,reviewed,ci,ci
2019/7/9,35.7818333,-117.6143333,9.2,3.58,mw,75,42,0.01642,0.15,ci,ci38498615,2020-02-11T01:19:19.971Z,"19km NNE of Ridgecrest, CA",earthquake,0.1,0.19,,4,reviewed,ci,ci
2019/7/9,35.8961667,-117.6843333,4.29,2.52,ml,25,48,0.05852,0.12,ci,ci38498383,2019-07-09T08:06:03.480Z,"20km ESE of Little Lake, CA",earthquake,0.17,0.38,0.108,27,automatic,ci,ci
2019/7/9,35.7376667,-117.573,1.95,2.83,ml,32,56,0.08041,0.15,ci,ci38498375,2019-07-09T09:56:47.820Z,"16km WSW of Searles Valley, CA",earthquake,0.23,0.83,0.127,25,automatic,ci,ci
2019/7/9,35.899,-117.6723333,8.4,3.1,ml,64,24,0.05195,0.15,ci,ci38497719,2020-03-20T23:05:21.290Z,"22km E of Little Lake, CA",earthquake,0.11,0.28,0.179,87,reviewed,ci,ci
2019/7/9,35.8746667,-117.6995,2.15,2.53,ml,28,48,0.08325,0.16,ci,ci38497687,2019-07-09T07:12:13.620Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.33,0.193,25,automatic,ci,ci
2019/7/9,35.8578339,-117.6900024,5.68,2.59,ml,47,24,0.07823,0.14,ci,ci38497431,2019-07-09T06:51:35.080Z,"21km ESE of Little Lake, CA",earthquake,0.18,0.63,0.274,22,automatic,ci,ci
2019/7/9,35.7138333,-117.5068333,0.33,2.68,ml,31,62,0.1256,0.2,ci,ci38497375,2019-07-09T06:47:27.140Z,"11km WSW of Searles Valley, CA",earthquake,0.33,31.61,0.179,25,automatic,ci,ci
2019/7/9,35.8953333,-117.6843333,3.19,3.06,ml,62,26,0.05925,0.14,ci,ci38497239,2020-03-20T22:23:06.100Z,"20km ESE of Little Lake, CA",earthquake,0.1,0.37,0.136,79,reviewed,ci,ci
2019/7/9,35.651,-117.5101667,2.37,2.55,ml,35,63,0.0753,0.15,ci,ci38497063,2019-07-09T06:16:38.800Z,"15km ENE of Ridgecrest, CA",earthquake,0.23,0.64,0.129,25,automatic,ci,ci
2019/7/9,36.1118333,-117.8321667,2.17,2.84,ml,23,58,0.01925,0.18,ci,ci38496935,2019-07-09T05:57:55.846Z,"13km NE of Coso Junction, CA",earthquake,0.28,0.36,0.18,25,automatic,ci,ci
2019/7/9,35.7115,-117.4633333,15.45,2.8,ml,7,205,0.1247,0.14,ci,ci38496927,2019-07-09T05:57:36.319Z,"8km SW of Searles Valley, CA",earthquake,0.96,1.34,0.202,6,automatic,ci,ci
2019/7/9,35.9293333,-117.6958333,2.03,2.79,ml,28,50,0.04128,0.18,ci,ci38496855,2019-07-09T05:56:06.260Z,"19km E of Little Lake, CA",earthquake,0.2,0.31,0.205,25,automatic,ci,ci
2019/7/9,35.684,-117.534,10.45,2.98,ml,58,39,0.04919,0.12,ci,ci38496663,2020-03-20T21:29:44.860Z,"15km ENE of Ridgecrest, CA",earthquake,0.1,0.18,0.156,101,reviewed,ci,ci
2019/7/9,35.9021667,-117.7323333,3.36,2.67,ml,29,37,0.08067,0.18,ci,ci38496647,2019-07-09T05:35:57.390Z,"16km ESE of Little Lake, CA",earthquake,0.23,0.79,0.136,24,automatic,ci,ci
2019/7/9,35.7698333,-117.6078333,7.6,2.57,ml,29,75,0.04657,0.21,ci,ci38496551,2019-07-09T05:28:45.280Z,"18km NNE of Ridgecrest, CA",earthquake,0.28,0.84,0.127,25,automatic,ci,ci
2019/7/9,35.712,-117.5495,4.74,2.94,ml,41,49,0.02098,0.13,ci,ci38496079,2020-03-20T21:45:52.200Z,"14km WSW of Searles Valley, CA",earthquake,0.13,0.23,0.137,74,reviewed,ci,ci
2019/7/9,35.9235,-117.4551667,7.05,3.56,mw,61,36,0.1195,0.16,ci,ci38495767,2020-02-11T01:16:54.506Z,"18km NNW of Searles Valley, CA",earthquake,0.12,0.47,,4,reviewed,ci,ci
2019/7/9,35.6431667,-117.443,4.57,2.54,ml,31,68,0.05867,0.17,ci,ci38494263,2019-07-09T03:49:40.027Z,"14km SSW of Searles Valley, CA",earthquake,0.28,0.78,0.179,25,automatic,ci,ci
2019/7/9,36.1103333,-117.8333333,2.55,2.65,ml,26,57,0.01887,0.15,ci,ci38494127,2019-07-09T01:38:50.300Z,"13km NE of Coso Junction, CA",earthquake,0.24,0.49,0.158,25,automatic,ci,ci
2019/7/9,35.5336667,-117.3588333,3.66,2.53,ml,31,74,0.009861,0.2,ci,ci38494055,2019-07-09T01:25:09.840Z,"26km S of Trona, CA",earthquake,0.32,0.59,0.194,27,automatic,ci,ci
2019/7/9,35.8636667,-117.6931667,8.49,3.06,ml,61,24,0.08012,0.14,ci,ci38493743,2020-03-20T21:16:38.150Z,"21km ESE of Little Lake, CA",earthquake,0.09,0.27,0.148,89,reviewed,ci,ci
2019/7/9,35.6616667,-117.4771667,3.07,2.78,ml,28,65,0.07599,0.14,ci,ci38493407,2019-07-09T00:31:05.270Z,"14km SSW of Searles Valley, CA",earthquake,0.24,0.53,0.165,25,automatic,ci,ci
2019/7/9,36.1328333,-117.8446667,5.14,3.01,ml,15,198,0.01731,0.11,ci,ci37265084,2020-03-20T00:56:54.564Z,"14km NE of Coso Junction, CA",earthquake,0.35,0.4,0.256,5,reviewed,ci,ci
2019/7/9,35.6795,-117.5111667,5.07,3.22,ml,64,24,0.06539,0.14,ci,ci38493191,2020-03-20T00:36:46.500Z,"14km SW of Searles Valley, CA",earthquake,0.1,0.2,0.142,57,reviewed,ci,ci
2019/7/8,35.8545,-117.6986667,4.41,2.63,ml,28,57,0.07069,0.2,ci,ci38493071,2019-07-09T00:02:10.110Z,"21km ESE of Little Lake, CA",earthquake,0.27,0.67,0.126,26,automatic,ci,ci
2019/7/8,35.6275,-117.429,4.42,3.31,ml,64,25,0.03779,0.14,ci,ci38492831,2020-03-19T22:42:12.570Z,"16km S of Searles Valley, CA",earthquake,0.11,0.23,0.165,179,reviewed,ci,ci
2019/7/8,36.0491667,-117.8463333,1.93,3.37,mlr,59,52,0.05463,0.17,ci,ci38492599,2020-03-19T22:34:05.540Z,"9km E of Coso Junction, CA",earthquake,0.13,0.18,0.18,40,reviewed,ci,ci
2019/7/8,35.8903333,-117.6953333,4.43,2.67,ml,27,44,0.06805,0.17,ci,ci38492423,2019-07-08T22:47:40.410Z,"20km ESE of Little Lake, CA",earthquake,0.24,0.55,0.171,25,automatic,ci,ci
2019/7/8,35.6273333,-117.4331667,4.51,2.74,ml,29,69,0.04711,0.2,ci,ci38492343,2019-07-08T22:36:21.300Z,"16km S of Searles Valley, CA",earthquake,0.33,0.76,0.141,26,automatic,ci,ci
2019/7/8,35.9275,-117.3133333,6.67,3.15,ml,56,30,0.04386,0.14,ci,ci38492271,2020-03-18T00:14:50.990Z,"19km NNE of Trona, CA",earthquake,0.11,0.27,0.157,80,reviewed,ci,ci
2019/7/8,35.645,-117.4523333,3.09,2.89,ml,43,67,0.03078,0.13,ci,ci38492015,2020-03-19T22:18:53.480Z,"14km SSW of Searles Valley, CA",earthquake,0.14,0.21,0.19,25,reviewed,ci,ci
2019/7/8,35.8131667,-117.6396667,4.12,2.62,ml,32,48,0.03436,0.15,ci,ci38491879,2019-07-08T21:44:32.700Z,"22km N of Ridgecrest, CA",earthquake,0.19,0.45,0.158,25,automatic,ci,ci
2019/7/8,35.9113333,-117.6975,2.29,2.66,ml,29,46,0.05286,0.19,ci,ci38491655,2019-07-08T21:16:55.330Z,"19km E of Little Lake, CA",earthquake,0.23,0.37,0.131,26,automatic,ci,ci
2019/7/8,35.5958333,-117.3995,0.17,2.81,ml,31,72,0.05194,0.16,ci,ci38491423,2019-07-08T21:00:06.860Z,"19km S of Trona, CA",earthquake,0.26,31.61,0.117,25,automatic,ci,ci
2019/7/8,35.912,-117.7366667,2.38,2.62,ml,31,37,0.07561,0.21,ci,ci38491343,2019-07-08T20:56:34.723Z,"16km E of Little Lake, CA",earthquake,0.23,0.39,0.174,25,automatic,ci,ci
2019/7/8,35.771,-117.5876667,3.31,2.72,ml,30,62,0.04536,0.17,ci,ci38491215,2019-07-08T20:33:49.074Z,"17km W of Searles Valley, CA",earthquake,0.23,0.66,0.126,26,automatic,ci,ci
2019/7/8,36.0528333,-117.8503333,1.86,2.77,ml,24,53,0.0555,0.15,ci,ci38490759,2019-07-08T19:51:55.950Z,"9km E of Coso Junction, CA",earthquake,0.23,0.27,0.181,26,automatic,ci,ci
2019/7/8,35.9351667,-117.7321667,8.84,2.96,ml,56,23,0.06757,0.13,ci,ci38490727,2020-03-19T22:06:48.590Z,"16km E of Little Lake, CA",earthquake,0.11,0.24,0.196,75,reviewed,ci,ci
2019/7/8,35.9198333,-117.685,2.42,2.9,ml,38,36,0.03967,0.18,ci,ci38490015,2020-03-19T21:45:40.520Z,"20km E of Little Lake, CA",earthquake,0.15,0.3,0.15,25,reviewed,ci,ci
2019/7/8,35.916,-117.6866667,2.99,2.95,ml,43,36,0.04337,0.14,ci,ci38490007,2020-03-19T21:31:25.810Z,"20km E of Little Lake, CA",earthquake,0.12,0.43,0.139,24,reviewed,ci,ci
2019/7/8,35.6716667,-117.4943333,2.49,3.23,ml,67,21,0.0579,0.13,ci,ci38489903,2020-03-19T21:06:07.019Z,"13km SW of Searles Valley, CA",earthquake,0.1,0.17,0.18,120,reviewed,ci,ci
2019/7/8,35.7398333,-117.5641667,3.82,3.02,ml,65,43,0.0185,0.14,ci,ci38489847,2020-03-19T20:51:03.930Z,"15km WSW of Searles Valley, CA",earthquake,0.1,0.22,0.143,96,reviewed,ci,ci
2019/7/8,35.5548333,-117.3123333,7.71,3.81,mw,84,28,0.05197,0.16,ci,ci38489751,2020-02-11T01:12:37.458Z,"24km SSE of Trona, CA",earthquake,0.1,0.29,,6,reviewed,ci,ci
2019/7/8,36.0553333,-117.8553333,1.73,2.88,ml,32,78,0.05535,0.11,ci,ci38489735,2020-03-18T00:01:36.292Z,"8km E of Coso Junction, CA",earthquake,0.12,0.15,0.161,17,reviewed,ci,ci
2019/7/8,35.6671667,-117.5003333,2.45,3.52,mw,72,32,0.06245,0.15,ci,ci38489727,2020-02-11T01:06:32.690Z,"14km SW of Searles Valley, CA",earthquake,0.09,0.17,,4,reviewed,ci,ci
2019/7/8,36.1271667,-117.8593333,3.82,2.73,ml,28,55,0.01023,0.18,ci,ci38489711,2019-07-08T17:59:08.050Z,"12km NE of Coso Junction, CA",earthquake,0.31,0.52,0.259,25,automatic,ci,ci
2019/7/8,35.8958333,-117.7305,2.67,2.54,ml,23,41,0.08324,0.15,ci,ci38489543,2019-07-08T17:34:13.857Z,"16km ESE of Little Lake, CA",earthquake,0.23,0.49,0.157,27,automatic,ci,ci
2019/7/8,35.6586667,-117.4598333,2.14,2.55,ml,31,66,0.07204,0.14,ci,ci38489311,2019-07-08T17:16:05.280Z,"13km SSW of Searles Valley, CA",earthquake,0.23,0.58,0.15,25,automatic,ci,ci
2019/7/8,35.6986667,-117.5443333,1.97,2.55,ml,31,60,0.1246,0.17,ci,ci38489271,2019-07-08T17:12:58.800Z,"15km NE of Ridgecrest, CA",earthquake,0.24,0.51,0.144,24,automatic,ci,ci
2019/7/8,35.6703333,-117.5011667,1.46,2.54,ml,32,62,0.08947,0.17,ci,ci38489183,2019-07-08T17:05:42.810Z,"14km SW of Searles Valley, CA",earthquake,0.23,0.56,0.133,25,automatic,ci,ci
2019/7/8,35.8683333,-117.6823333,3.03,2.78,ml,29,45,0.08353,0.18,ci,ci38489103,2019-07-08T16:56:31.110Z,"22km ESE of Little Lake, CA",earthquake,0.24,1.04,0.167,25,automatic,ci,ci
2019/7/8,35.7418333,-117.5641667,9.35,3.03,ml,54,42,0.02039,0.13,ci,ci38488975,2020-03-17T23:48:30.540Z,"15km W of Searles Valley, CA",earthquake,0.11,0.2,0.13,100,reviewed,ci,ci
2019/7/8,35.8911667,-117.7245,4.36,2.94,ml,38,37,0.08261,0.12,ci,ci38488887,2020-03-17T23:45:26.760Z,"17km ESE of Little Lake, CA",earthquake,0.12,0.29,0.168,66,reviewed,ci,ci
2019/7/8,35.8895,-117.7261667,3.03,2.88,ml,44,25,0.08474,0.17,ci,ci38488879,2020-03-17T23:41:26.171Z,"17km ESE of Little Lake, CA",earthquake,0.15,0.63,0.176,27,reviewed,ci,ci
2019/7/8,35.9353333,-117.6986667,2.23,2.54,ml,27,58,0.04114,0.14,ci,ci38488815,2019-07-08T16:25:42.980Z,"19km E of Little Lake, CA",earthquake,0.19,0.34,0.172,25,automatic,ci,ci
2019/7/8,35.8743333,-117.6856667,8.43,2.66,ml,29,45,0.0788,0.18,ci,ci38488783,2019-07-08T16:22:37.870Z,"21km ESE of Little Lake, CA",earthquake,0.26,0.64,0.188,25,automatic,ci,ci
2019/7/8,35.6231667,-117.4311667,2.84,3.48,ml,72,25,0.0423,0.13,ci,ci38488767,2020-02-11T00:41:03.110Z,"16km S of Searles Valley, CA",earthquake,0.1,0.15,0.2,49,reviewed,ci,ci
2019/7/8,35.678,-117.5105,3.96,3.83,mw,79,23,0.06679,0.16,ci,ci38488719,2020-02-10T23:13:29.423Z,"14km SW of Searles Valley, CA",earthquake,0.1,0.26,,6,reviewed,ci,ci
2019/7/8,35.9118333,-117.7366667,2.31,2.6,ml,29,37,0.07569,0.2,ci,ci38488519,2019-07-08T15:46:53.540Z,"16km E of Little Lake, CA",earthquake,0.23,0.43,0.116,25,automatic,ci,ci
2019/7/8,36.0381667,-117.3536667,4.1,2.61,ml,24,58,0.1115,0.2,ci,ci38488095,2019-07-08T15:13:09.848Z,"30km N of Searles Valley, CA",earthquake,0.32,1.1,0.192,25,reviewed,ci,ci
2019/7/8,35.6588333,-117.4868333,5.08,3.26,ml,70,21,0.05181,0.13,ci,ci38487839,2020-03-17T19:32:49.340Z,"14km SSW of Searles Valley, CA",earthquake,0.09,0.22,0.155,121,reviewed,ci,ci
2019/7/8,35.7741667,-117.6045,8.72,2.61,ml,29,53,0.04187,0.16,ci,ci38487807,2019-07-08T15:14:02.893Z,"18km W of Searles Valley, CA",earthquake,0.23,0.6,0.145,25,reviewed,ci,ci
2019/7/8,35.5846667,-117.374,2.69,2.85,ml,30,74,0.06008,0.2,ci,ci38487615,2019-07-08T14:20:29.870Z,"20km S of Trona, CA",earthquake,0.31,0.48,0.193,25,automatic,ci,ci
2019/7/8,35.5591667,-117.3918333,2.42,3.15,ml,50,49,0.04076,0.15,ci,ci38487519,2020-03-17T01:00:46.340Z,"23km S of Trona, CA",earthquake,0.14,0.22,0.136,113,reviewed,ci,ci
2019/7/8,35.5506667,-117.3768333,2.75,2.67,ml,28,73,0.02755,0.19,ci,ci38487351,2019-07-08T13:49:59.590Z,"24km S of Trona, CA",earthquake,0.34,0.38,0.205,24,automatic,ci,ci
2019/7/8,36.042,-117.3488333,7.62,2.71,ml,11,200,0.1147,0.11,ci,ci38487231,2019-07-15T17:53:58.482Z,"31km N of Searles Valley, CA",earthquake,0.37,1.03,0.137,6,reviewed,ci,ci
2019/7/8,35.9285,-117.6856667,2.7,2.64,ml,27,50,0.03457,0.15,ci,ci38487015,2019-07-08T13:15:02.430Z,"20km E of Little Lake, CA",earthquake,0.19,0.35,0.145,26,automatic,ci,ci
2019/7/8,36.0276667,-117.8455,1.98,2.62,ml,28,112,0.04148,0.16,ci,ci38486959,2019-07-08T13:09:58.380Z,"9km ESE of Coso Junction, CA",earthquake,0.26,0.37,0.181,25,automatic,ci,ci
2019/7/8,35.7151667,-117.57,6.51,3.1,ml,65,33,0.007381,0.13,ci,ci38486831,2020-03-17T17:11:03.030Z,"14km NE of Ridgecrest, CA",earthquake,0.09,0.19,0.165,158,reviewed,ci,ci
2019/7/8,36.0586667,-117.8618333,-0.26,2.65,ml,25,60,0.05906,0.2,ci,ci38486807,2019-07-08T12:42:30.978Z,"8km E of Coso Junction, CA",earthquake,0.32,31.61,0.172,25,automatic,ci,ci
2019/7/8,35.6691667,-117.5251667,8.55,3.18,ml,64,23,0.06533,0.13,ci,ci38486639,2020-03-17T17:28:11.710Z,"15km ENE of Ridgecrest, CA",earthquake,0.1,0.24,0.154,167,reviewed,ci,ci
2019/7/8,35.6258333,-117.4368333,10.09,3.47,mlr,71,25,0.04064,0.14,ci,ci38486591,2020-03-17T17:32:15.250Z,"16km S of Searles Valley, CA",earthquake,0.11,0.2,0.162,65,reviewed,ci,ci
2019/7/8,35.6225,-117.4361667,8.07,2.61,ml,29,97,0.04172,0.16,ci,ci38486535,2019-07-08T12:18:41.840Z,"16km S of Searles Valley, CA",earthquake,0.29,0.62,0.158,25,automatic,ci,ci
2019/7/8,35.8983333,-117.7341667,2.58,2.78,ml,29,35,0.08409,0.15,ci,ci38486295,2019-07-08T12:31:55.845Z,"16km ESE of Little Lake, CA",earthquake,0.19,0.34,0.149,26,automatic,ci,ci
2019/7/8,35.9478333,-117.724,3.38,2.98,ml,56,31,0.05974,0.16,ci,ci38486199,2020-03-17T17:36:18.010Z,"16km E of Little Lake, CA",earthquake,0.11,0.32,0.114,78,reviewed,ci,ci
2019/7/8,36.0305,-117.8465,2.27,2.9,ml,46,52,0.04222,0.13,ci,ci38486087,2020-03-17T17:44:48.248Z,"9km E of Coso Junction, CA",earthquake,0.12,0.16,0.238,26,reviewed,ci,ci
2019/7/8,35.9075,-117.7075,4.96,3.16,ml,61,24,0.06144,0.14,ci,ci38486063,2020-03-17T17:53:25.260Z,"18km E of Little Lake, CA",earthquake,0.09,0.41,0.168,90,reviewed,ci,ci
2019/7/8,35.9013333,-117.731,5.26,2.8,ml,29,38,0.08026,0.2,ci,ci38485711,2019-07-08T10:54:48.010Z,"16km ESE of Little Lake, CA",earthquake,0.27,1.16,0.217,25,automatic,ci,ci
2019/7/8,36.1193333,-117.8563333,4.71,2.75,ml,42,54,0.002118,0.12,ci,ci38485487,2020-03-16T22:39:20.410Z,"12km NE of Coso Junction, CA",earthquake,0.13,0.32,0.146,24,reviewed,ci,ci
2019/7/8,35.567,-117.3933333,4.84,2.52,ml,5,211,0.04809,0.08,ci,ci38485471,2019-07-11T18:41:23.560Z,"22km S of Trona, CA",earthquake,0.69,0.33,0.177,3,reviewed,ci,ci
2019/7/8,35.6541667,-117.4618333,9.63,3.5,mw,79,24,0.03294,0.15,ci,ci38485391,2020-03-16T22:07:35.982Z,"14km SSW of Searles Valley, CA",earthquake,0.1,0.21,,6,reviewed,ci,ci
2019/7/8,35.6835,-117.478,2.35,2.68,ml,28,64,0.09764,0.16,ci,ci38485271,2019-07-08T09:47:45.720Z,"12km SW of Searles Valley, CA",earthquake,0.26,0.81,0.164,25,automatic,ci,ci
2019/7/8,35.7641667,-117.5696667,6.71,2.71,ml,28,128,0.05622,0.14,ci,ci38485087,2019-07-08T09:28:22.500Z,"15km W of Searles Valley, CA",earthquake,0.25,0.58,0.141,25,automatic,ci,ci
2019/7/8,35.5348333,-117.349,2,2.73,ml,31,75,0.01605,0.2,ci,ci38484919,2019-07-08T09:10:52.075Z,"26km S of Trona, CA",earthquake,0.36,0.63,0.146,26,automatic,ci,ci
2019/7/8,36.1208333,-117.8578333,3.7,3.9,mw,68,51,0.004042,0.17,ci,ci38484631,2020-03-16T22:04:00.910Z,"12km NE of Coso Junction, CA",earthquake,0.12,0.26,,4,reviewed,ci,ci
2019/7/8,36.1263333,-117.8553333,4.68,2.62,ml,23,53,0.008744,0.17,ci,ci38484615,2019-07-08T08:29:09.820Z,"12km NE of Coso Junction, CA",earthquake,0.31,0.47,0.142,26,automatic,ci,ci
2019/7/8,35.5655,-117.4055,3.21,2.5,ml,27,71,0.05075,0.18,ci,ci38484599,2019-07-08T08:23:05.520Z,"22km S of Trona, CA",earthquake,0.35,0.91,0.227,25,automatic,ci,ci
2019/7/8,36.0525,-117.8515,1.51,2.78,ml,23,76,0.05467,0.13,ci,ci38484479,2019-07-08T08:03:14.380Z,"9km E of Coso Junction, CA",earthquake,0.24,0.35,0.223,25,automatic,ci,ci
2019/7/8,35.638,-117.4445,6.42,2.59,ml,27,68,0.05337,0.12,ci,ci38484367,2019-07-08T07:53:34.350Z,"15km SSW of Searles Valley, CA",earthquake,0.23,0.55,0.14,25,automatic,ci,ci
2019/7/8,36.1568333,-117.8741667,2.62,3.55,ml,64,51,0.04217,0.17,ci,ci38484311,2020-03-16T22:11:59.323Z,"14km NNE of Coso Junction, CA",earthquake,0.12,0.36,0.131,42,reviewed,ci,ci
2019/7/8,35.6833333,-117.4898333,8.4,2.59,ml,30,64,0.09921,0.29,ci,ci38484295,2019-07-08T18:30:55.066Z,"12km SW of Searles Valley, CA",earthquake,0.52,1.49,0.125,25,automatic,ci,ci
2019/7/8,35.5498333,-117.3768333,2.6,3.56,ml,70,27,0.02678,0.17,ci,ci38484231,2020-03-16T21:45:07.528Z,"24km S of Trona, CA",earthquake,0.13,0.19,0.183,68,reviewed,ci,ci
2019/7/8,35.893,-117.7263333,2.38,2.67,ml,28,36,0.08989,0.17,ci,ci38483999,2019-07-08T07:02:50.858Z,"17km ESE of Little Lake, CA",earthquake,0.21,0.39,0.094,25,automatic,ci,ci
2019/7/8,35.73,-117.5671667,7.37,3.1,ml,62,38,0.008506,0.13,ci,ci38483983,2020-03-16T21:54:57.077Z,"15km WSW of Searles Valley, CA",earthquake,0.09,0.25,0.172,154,reviewed,ci,ci
2019/7/8,35.9596667,-117.2778333,3.27,3.15,ml,59,23,0.06872,0.16,ci,ci38483743,2020-03-16T21:49:54.897Z,"24km NNE of Trona, CA",earthquake,0.12,0.42,0.134,102,reviewed,ci,ci
2019/7/8,36.166,-117.875,2.68,2.51,ml,19,57,0.051,0.21,ci,ci38483671,2019-07-08T06:14:09.926Z,"15km NNE of Coso Junction, CA",earthquake,0.41,0.87,0.177,25,automatic,ci,ci
2019/7/8,35.8758333,-117.7098333,8.65,3.49,ml,61,24,0.08066,0.15,ci,ci38483591,2020-02-10T22:51:39.638Z,"19km ESE of Little Lake, CA",earthquake,0.1,0.28,0.171,52,reviewed,ci,ci
2019/7/8,35.8715,-117.7208333,0.13,2.72,ml,25,55,0.1106,0.28,ci,ci38483527,2019-07-08T13:06:57.687Z,"18km ESE of Little Lake, CA",earthquake,0.38,31.61,0.159,25,automatic,ci,ci
2019/7/8,35.9478333,-117.7221667,2.71,3.3,ml,56,31,0.05825,0.12,ci,ci38483383,2020-03-16T21:23:39.670Z,"17km E of Little Lake, CA",earthquake,0.09,0.18,0.141,125,reviewed,ci,ci
2019/7/8,35.914,-117.7386667,2.64,2.68,ml,28,37,0.07321,0.2,ci,ci38483343,2019-07-08T05:29:39.840Z,"15km E of Little Lake, CA",earthquake,0.27,0.53,0.197,26,automatic,ci,ci
2019/7/8,35.6768333,-117.5438333,4.93,3.22,ml,67,19,0.05088,0.13,ci,ci38483327,2020-03-16T21:20:37.010Z,"13km ENE of Ridgecrest, CA",earthquake,0.08,0.2,0.138,144,reviewed,ci,ci
2019/7/8,35.8921667,-117.73,1.85,2.51,ml,24,35,0.08811,0.13,ci,ci38483303,2019-07-08T05:24:30.720Z,"17km ESE of Little Lake, CA",earthquake,0.19,0.32,0.152,25,automatic,ci,ci
2019/7/8,35.874,-117.72,8.09,3.02,ml,58,22,0.07479,0.14,ci,ci38483215,2020-03-16T21:13:32.850Z,"18km ESE of Little Lake, CA",earthquake,0.1,0.3,0.179,95,reviewed,ci,ci
2019/7/8,35.9586667,-117.2846667,5.03,2.82,ml,23,86,0.06758,0.22,ci,ci38483199,2019-07-08T05:55:26.905Z,"23km NNE of Trona, CA",earthquake,0.37,1.48,0.161,25,automatic,ci,ci
2019/7/8,36.1178333,-117.8858333,-0.07,2.5,ml,22,58,0.02508,0.19,ci,ci38483151,2019-07-08T04:57:55.023Z,"10km NE of Coso Junction, CA",earthquake,0.37,31.61,0.211,25,automatic,ci,ci
2019/7/8,35.6445,-117.4226667,5.02,2.83,ml,32,69,0.06623,0.12,ci,ci38483119,2019-07-08T05:00:57.910Z,"14km S of Searles Valley, CA",earthquake,0.21,0.53,0.136,25,automatic,ci,ci
2019/7/8,36.0208333,-117.8468333,1.89,2.56,ml,22,65,0.03766,0.15,ci,ci38483087,2019-07-08T04:53:49.460Z,"10km ESE of Coso Junction, CA",earthquake,0.25,0.39,0.19,26,automatic,ci,ci
2019/7/8,36.1258333,-117.8641667,3.77,2.82,ml,24,95,0.01116,0.17,ci,ci38483063,2019-07-08T04:50:44.930Z,"12km NE of Coso Junction, CA",earthquake,0.36,0.5,0.144,25,automatic,ci,ci
2019/7/8,36.1176667,-117.8831667,5.65,2.69,ml,23,57,0.02292,0.16,ci,ci38482983,2019-07-08T04:39:57.680Z,"10km NE of Coso Junction, CA",earthquake,0.33,0.63,0.187,25,automatic,ci,ci
2019/7/8,35.611,-117.3878333,3.63,3.15,ml,61,25,0.06139,0.14,ci,ci38482775,2020-03-16T21:10:29.270Z,"17km S of Trona, CA",earthquake,0.12,0.29,0.131,128,reviewed,ci,ci
2019/7/8,36.113,-117.8786667,5.31,2.73,ml,25,56,0.01981,0.15,ci,ci38482695,2019-07-08T04:05:03.700Z,"10km NE of Coso Junction, CA",earthquake,0.28,0.57,0.167,25,automatic,ci,ci
2019/7/8,35.6591667,-117.527,1.32,2.58,ml,25,80,0.08969,0.17,ci,ci38482671,2019-07-08T04:02:58.540Z,"14km ENE of Ridgecrest, CA",earthquake,0.27,0.58,0.167,27,automatic,ci,ci
