# lon lat depth mag.
121.769 24.219 9.1 3.49
121.802 24.176 6.6 3.25
121.769 24.265 11.4 3.79
121.781 24.260 11.7 4.44
121.770 24.218 11.3 3.03
121.780 24.244 7.8 3.19
121.756 24.278 11.2 3.21
120.948 24.479 12.1 3.02
121.798 24.284 12.6 4.5
121.819 24.202 8.1 3.16
121.756 24.246 10.2 3.39
121.765 24.220 10.2 3.53
121.772 24.217 10.2 3.08
121.788 24.290 12.4 3.1
121.828 24.351 67.4 3.02
121.796 24.402 10.5 3.42
121.772 24.226 10.9 3.73
121.742 24.240 9.7 3.3
121.783 24.218 11.7 3.02
122.408 24.947 126.3 3.11
121.771 24.226 9.9 3.55
122.262 24.629 14.8 3.17
121.623 23.937 8.8 4.01
121.607 23.962 8.3 3.43
121.794 24.213 14.1 3.65
121.782 24.203 12.8 3.3
121.737 24.218 13.3 3.38
121.746 24.214 12.5 3.04
121.747 24.214 12.0 3.07
121.771 24.208 9.4 3.58
121.767 24.207 11.6 3.73
121.771 24.211 10.5 3.56
121.788 24.200 9.9 3.04
121.785 24.223 15.4 3.6
121.791 24.221 14.9 3.0
121.749 24.224 11.6 3.46
121.787 24.801 80.5 3.04
122.466 24.177 62.2 4.06
121.759 24.215 12.0 3.26
121.767 24.214 13.8 3.09
121.763 24.236 9.9 3.06
121.828 24.227 11.0 4.03
121.715 24.231 10.9 3.02
121.786 24.229 11.5 3.03
120.437 23.264 8.4 3.14
121.712 24.238 10.6 3.32
121.739 24.220 12.3 4.78
121.737 24.218 10.5 3.4
121.749 24.218 11.5 3.52
122.234 24.912 127.7 3.14
121.798 24.199 13.3 3.3
121.800 24.192 15.3 3.5
121.809 24.193 10.7 3.25
121.832 24.234 12.6 4.45
121.743 24.231 10.2 3.64
121.610 23.953 7.3 3.84
121.608 23.949 8.1 3.54
121.622 23.947 7.9 3.9
122.269 24.897 13.2 3.02
122.297 24.902 12.4 3.41
121.798 24.194 13.0 3.28
121.016 23.186 3.4 4.19
121.799 24.232 10.7 3.03
121.758 24.191 12.0 3.66
121.730 24.212 10.9 3.57
121.721 24.210 11.8 4.88
121.706 24.222 10.6 3.94
121.708 24.219 11.3 3.1
121.701 24.221 11.6 3.63
121.692 24.229 9.7 3.19
121.696 24.230 11.6 3.57
121.712 24.226 12.0 4.33
120.745 23.167 5.9 3.06
121.708 24.210 11.4 4.1
121.722 24.224 11.3 3.37
121.710 24.210 11.4 3.01
121.762 24.225 12.3 3.54
121.721 24.222 10.8 3.03
121.698 24.206 12.2 3.0
122.150 25.308 242.5 4.46
120.770 23.136 7.2 3.95
120.770 23.131 6.8 3.4
121.706 24.221 11.0 3.62
121.721 24.208 11.0 3.5
121.753 24.229 9.3 3.59
120.774 23.126 6.6 3.19
120.530 22.916 12.6 3.83
121.729 24.220 11.0 3.79
121.553 23.308 48.9 3.54
121.600 23.956 8.8 3.14
121.755 24.245 8.7 3.09
120.802 23.077 7.2 3.1
122.715 23.978 36.6 3.3
121.748 24.653 74.6 4.23
120.552 22.925 18.7 3.32
121.493 23.473 29.7 4.87
121.470 23.458 29.2 3.05
121.533 23.262 38.3 3.89
121.742 24.238 15.1 3.38
121.731 24.214 12.9 3.55
121.627 24.108 9.9 3.26
121.638 24.112 10.4 3.67
121.626 24.103 10.4 3.53
121.627 24.102 9.9 3.1
121.005 23.190 3.6 3.61
120.803 23.073 6.8 3.34
120.791 23.067 5.8 3.45
121.087 21.708 43.3 3.01
120.672 23.186 10.1 3.18
121.756 24.221 11.8 4.78
121.746 24.233 10.9 4.23
121.749 24.229 11.9 3.77
121.750 24.225 11.7 3.45
121.766 24.216 13.6 3.01
121.777 24.209 11.0 3.43
121.798 24.205 10.9 3.47
121.532 24.054 17.2 3.23
121.738 24.767 90.0 3.35
121.023 23.993 19.1 4.93
121.060 23.985 15.2 3.05
122.988 24.897 122.9 3.53
122.639 22.897 32.0 3.97
121.784 24.174 10.9 4.35
121.778 24.174 10.4 3.31
121.784 24.405 18.7 3.13
121.752 24.188 12.6 3.52
121.946 24.426 23.4 3.12
121.727 24.204 11.0 3.07
121.015 23.160 4.2 3.21
121.001 23.153 1.9 3.27
121.405 23.045 12.3 3.22
121.736 24.224 9.2 3.05
121.540 23.327 42.9 3.19
121.003 23.151 2.3 3.9
121.962 24.697 8.8 3.76
121.980 24.692 8.9 6.1
121.903 24.697 9.4 4.16
121.944 24.683 8.7 4.36
121.976 24.693 11.4 4.63
121.958 24.691 9.7 4.52
122.006 24.747 8.7 3.1
122.017 24.691 12.0 5.73
121.987 24.716 3.3 4.24
121.993 24.703 8.7 3.89
121.987 24.709 12.8 3.14
122.013 24.694 6.8 3.45
121.998 24.695 9.6 3.76
122.015 24.696 13.0 3.36
121.736 24.155 11.4 3.92
122.051 24.692 11.7 4.32
121.994 24.704 8.8 3.81
122.002 24.685 9.9 3.15
121.795 24.657 9.3 3.09
121.746 24.588 70.6 3.98
121.985 24.684 9.8 5.24
122.021 24.693 11.1 4.39
122.005 24.654 6.3 3.08
120.617 21.943 44.7 3.02
121.753 24.173 12.5 4.02
121.763 24.175 12.4 4.69
121.743 24.185 11.7 3.16
121.742 24.184 11.5 3.85
121.742 24.181 10.3 4.23
121.740 24.180 10.1 3.68
121.770 24.173 11.6 5.01
121.727 24.179 14.1 3.47
121.744 24.173 13.0 4.19
121.750 24.184 12.8 4.37
121.754 24.176 12.2 3.88
121.745 24.177 12.5 3.23
121.719 24.176 13.3 3.0
121.745 24.167 12.0 3.72
122.839 24.128 14.6 4.11
121.724 24.177 10.4 3.01
121.743 24.171 11.9 3.37
121.746 24.161 11.9 3.28
121.763 24.185 12.6 3.8
121.728 24.185 7.8 3.53
121.763 24.189 12.3 3.92
121.713 24.174 14.2 3.44
121.750 24.160 13.2 3.28
121.741 24.177 11.0 4.17
121.600 23.882 27.8 3.19
121.734 24.167 11.5 3.56
122.974 24.617 91.4 3.07
121.714 24.182 11.7 3.33
121.364 22.167 78.0 3.47
120.931 22.821 2.5 3.22
121.762 24.179 13.5 3.35
121.688 24.196 11.5 3.96
121.697 24.199 11.0 3.61
122.251 24.462 63.3 3.47
122.603 25.273 211.7 3.45
121.749 24.155 10.2 3.28
121.729 24.206 14.1 3.43
121.565 23.311 41.9 3.06
122.446 24.714 100.1 3.23
121.916 23.676 42.5 3.39
119.688 22.157 54.6 3.79
121.699 24.193 12.3 3.13
121.756 24.179 13.6 3.61
121.767 24.181 13.1 4.0
121.767 24.182 13.2 3.11
121.756 24.185 13.5 3.21
121.672 24.471 33.8 3.04
122.067 24.840 101.9 3.04
120.603 24.371 10.0 3.17
121.366 23.124 20.9 3.76
121.574 23.216 45.8 5.24
121.813 24.110 6.1 3.93
119.872 22.660 46.4 3.09
121.747 24.221 48.9 3.17
121.765 24.184 13.9 3.13
122.261 22.388 14.6 3.68
122.032 24.679 7.9 3.12
121.478 23.383 32.4 3.26
122.521 24.396 70.6 4.42
121.809 24.341 13.8 3.47
121.701 24.236 9.8 3.8
121.708 24.227 10.9 4.45
121.745 24.214 11.2 3.04
122.286 24.894 12.8 3.16
121.345 23.239 18.9 3.01
120.610 22.903 18.1 5.26
120.585 22.899 14.1 3.49
120.577 22.896 15.2 3.0
120.599 22.916 14.6 3.76
120.609 22.895 17.8 3.32
120.608 22.892 17.9 3.29
120.604 22.897 17.8 3.6
120.597 22.898 16.9 4.8
121.787 24.568 63.7 3.44
121.595 24.027 8.4 3.66
121.506 22.981 19.5 3.18
121.687 24.200 12.5 3.31
121.257 22.804 38.0 3.33
121.266 22.831 40.7 3.37
120.545 22.917 16.0 3.24
121.805 24.154 20.1 3.53
120.962 22.535 9.0 3.0
121.628 24.014 9.8 3.2
120.787 22.589 7.2 3.17
121.381 24.087 67.8 3.02
122.551 23.989 45.5 3.0
121.662 24.145 12.1 3.41
121.663 24.155 15.7 3.21
120.784 22.585 6.0 3.05
120.315 23.496 8.0 3.71
121.056 23.976 23.0 3.46
122.034 24.346 27.9 3.39
120.480 22.008 52.0 4.52
121.057 24.241 4.4 3.44
121.337 23.151 15.0 3.31
121.760 24.190 12.4 3.62
122.302 24.929 13.3 3.31
120.799 23.073 5.7 3.21
121.247 22.946 12.9 3.26
120.406 23.232 12.2 3.42
122.483 24.011 21.5 3.22
121.609 23.804 31.1 3.74
122.936 24.144 22.9 3.24
121.930 24.848 85.2 3.77
121.961 24.410 28.0 3.09
121.760 24.198 10.9 3.6
121.720 25.041 141.1 3.25
121.752 24.316 13.6 3.57
120.930 23.216 2.2 3.54
121.623 24.008 8.5 3.05
120.925 23.204 1.9 3.26
121.030 23.081 4.2 4.5
121.353 23.121 18.4 3.95
121.347 23.094 19.5 3.26
121.718 24.167 13.7 4.67
121.394 23.289 26.7 3.43
120.958 22.376 48.6 3.12
122.534 24.200 50.8 4.92
121.097 24.232 9.2 3.19
122.358 24.869 132.0 3.0
122.683 25.492 256.9 6.91
121.429 23.307 26.9 3.43
121.981 22.119 21.3 3.28
121.700 24.142 10.1 3.33
121.672 24.152 11.4 3.58
121.668 23.882 47.4 3.08
122.088 21.154 157.8 3.09
122.376 24.025 26.1 3.33
122.401 24.004 26.6 4.24
121.511 23.427 26.5 3.32
122.249 24.058 62.4 3.21
122.363 23.997 31.6 4.04
122.378 24.001 34.6 3.77
121.620 23.269 39.7 3.19
120.966 22.984 7.6 3.0
121.677 24.085 6.1 3.97
121.804 21.003 189.7 3.41
120.965 23.110 3.1 3.09
121.807 24.552 46.4 3.38
121.664 24.150 12.7 3.14
121.668 24.141 10.5 3.97
121.662 24.140 10.8 3.82
121.671 24.136 10.7 4.07
121.573 21.631 112.1 3.42
120.963 23.120 1.5 3.2
121.990 23.712 36.3 3.17
120.021 22.231 45.5 3.0
122.104 24.572 47.6 3.17
120.747 23.127 5.2 3.15
121.954 24.138 43.0 3.34
120.558 22.939 19.6 3.22
122.427 24.794 16.8 3.48
121.624 24.003 8.8 3.55
121.273 21.933 75.6 4.14
122.301 24.815 85.8 3.82
120.856 21.178 171.8 3.26
121.381 22.043 36.8 3.13
121.718 24.166 13.8 3.55
122.451 24.820 15.1 3.21
121.678 24.156 9.1 3.19
119.840 21.376 94.8 3.08
120.586 23.112 10.3 3.25
120.549 22.983 17.9 3.19
121.758 24.156 7.2 3.0
122.514 24.762 119.5 3.05
121.115 22.099 26.7 3.35
122.008 24.651 64.0 3.65
121.794 24.103 6.0 3.09
120.932 22.902 2.7 3.08
122.244 24.649 1.5 3.02
121.400 23.737 21.1 4.22
121.905 24.008 39.4 4.43
120.146 21.267 75.9 3.37
120.996 23.185 5.4 3.52
121.415 23.727 21.2 3.2
121.468 23.099 11.2 3.33
121.309 23.060 34.5 3.29
121.764 24.154 10.5 3.13
121.879 24.573 11.0 3.47
121.891 24.571 7.7 3.33
120.963 23.106 2.1 3.72
120.103 23.000 17.1 3.2
122.980 24.855 20.1 3.01
121.613 24.270 52.5 3.12
122.324 24.621 85.1 3.86
121.689 24.146 11.2 3.14
121.678 24.164 10.1 3.19
121.894 23.907 47.5 3.23
122.553 23.803 37.7 3.75
122.753 25.395 235.7 5.33
121.888 24.575 9.0 3.81
121.872 24.575 8.6 3.05
121.880 24.572 9.7 3.25
121.389 23.151 20.0 3.03
121.004 23.175 5.9 3.72
122.135 24.280 20.4 3.63
121.664 24.091 9.1 3.26
121.534 23.163 39.4 5.07
121.973 24.376 24.1 3.46
121.769 24.200 11.9 3.02
121.892 24.884 106.9 4.73
120.953 24.099 23.0 3.32
121.667 24.033 45.2 3.46
121.698 24.138 9.2 3.01
121.673 24.061 7.4 3.0
120.585 22.428 21.9 3.53
122.191 24.212 47.7 3.48
122.907 21.280 55.5 3.8
121.754 24.210 11.8 3.42
121.735 24.228 9.2 3.06
121.438 23.833 21.0 3.76
123.420 23.532 47.0 6.07
122.770 24.674 126.8 4.3
120.541 22.909 15.9 3.79
121.926 24.322 30.0 3.13
121.944 21.077 170.8 4.36
122.717 24.622 100.0 3.04
120.655 22.861 17.3 3.77
121.329 22.139 33.5 3.32
121.914 24.402 21.8 3.36
121.268 22.929 16.1 3.95
121.268 22.928 15.9 3.88
121.262 22.934 15.9 3.37
122.298 24.183 21.1 3.85
120.975 23.097 4.5 3.14
121.266 22.934 16.0 3.73
121.257 22.914 17.9 3.12
121.272 22.924 17.5 3.65
121.289 22.939 17.8 3.13
121.270 22.932 16.5 3.32
121.514 22.379 92.3 3.75
120.986 23.102 2.8 3.02
122.325 24.729 93.1 3.37
121.647 23.892 46.0 3.5
121.992 24.371 19.9 3.33
121.575 24.168 20.7 3.25
122.901 24.753 120.2 3.31
122.327 25.585 254.9 3.33
122.188 24.989 135.2 3.01
121.730 24.223 10.4 3.66
121.739 24.214 10.9 3.86
121.776 24.107 47.8 3.04
120.089 22.994 18.2 3.71
121.609 23.771 39.3 3.51
121.541 24.726 69.1 3.08
122.579 24.732 98.4 3.19
121.731 24.180 12.1 3.02
121.151 23.080 18.1 3.0
121.105 22.685 26.1 3.41
122.257 24.798 9.7 3.5
121.775 24.259 7.3 3.45
122.308 24.051 26.8 4.75
121.599 24.127 63.3 3.11
120.222 21.293 88.0 3.24
122.301 24.804 18.1 3.46
121.649 24.060 9.9 3.26
121.360 23.178 17.1 3.08
121.739 24.245 55.4 3.41
122.340 24.716 9.6 3.71
122.294 24.467 78.5 3.43
121.567 23.313 42.1 3.11
122.374 24.686 89.8 3.59
122.215 25.075 158.4 4.42
121.938 24.399 25.2 3.11
121.055 21.571 36.5 3.75
121.012 21.602 41.5 3.15
120.850 22.804 6.4 3.05
122.771 24.361 78.2 3.22
122.231 24.856 110.4 3.46
121.070 22.495 10.5 3.27
121.993 23.838 38.4 3.11
120.942 22.443 17.7 3.1
122.102 24.920 118.2 3.36
121.744 24.234 11.6 3.01
121.131 23.277 5.5 3.29
121.340 23.185 15.9 3.02
121.957 24.413 29.8 3.17
121.287 23.268 22.7 3.77
122.145 24.134 30.6 3.23
122.769 24.912 133.6 3.45
121.623 24.631 54.0 3.8
120.563 22.957 14.1 3.47
122.040 24.343 16.0 3.07
121.837 24.803 94.3 3.25
120.821 23.757 21.2 3.13
121.698 24.226 12.0 3.25
122.406 24.768 12.6 3.43
121.837 23.828 35.9 3.0
120.304 22.097 41.5 4.24
121.821 21.141 179.4 4.14
122.376 24.680 89.6 3.27
121.360 23.163 17.9 4.42
121.803 24.788 80.8 3.33
122.347 23.999 23.9 3.71
120.873 24.729 9.7 3.94
121.749 24.363 19.6 4.23
121.750 24.360 18.9 3.89
121.747 24.361 14.6 3.08
121.727 24.366 16.3 3.28
122.813 24.944 17.6 3.08
121.798 24.391 9.2 3.84
122.201 24.824 4.5 3.14
121.756 24.364 19.8 3.04
122.567 25.128 188.9 3.21
121.087 22.088 19.1 3.96
121.071 22.119 10.7 4.23
122.871 24.907 14.4 3.32
121.001 24.001 15.7 3.24
120.986 24.144 38.0 4.53
121.544 21.984 6.7 3.15
121.685 23.725 45.6 3.95
120.669 22.678 20.8 3.17
121.922 24.454 7.3 3.42
121.026 24.198 35.6 3.14
121.870 24.185 48.2 3.65
122.097 24.297 23.7 3.75
121.707 24.185 11.3 3.25
121.704 24.182 11.8 3.07
120.967 23.778 15.0 3.42
122.205 24.839 10.7 3.19
121.437 23.161 25.1 3.16
120.059 22.832 24.5 3.41
121.891 24.440 24.4 3.46
121.356 22.902 26.1 3.4
121.315 21.771 18.4 3.75
121.020 22.146 4.1 3.29
121.095 22.344 32.3 3.46
122.942 24.901 46.4 3.3
121.333 22.245 7.9 3.1
121.755 24.266 7.7 4.81
120.955 22.603 13.0 3.53
121.086 21.380 30.7 3.44
121.082 22.420 14.7 3.07
120.433 22.191 33.6 3.12
120.463 24.553 12.2 3.22
121.940 21.936 30.8 3.43
121.123 21.380 38.7 3.14
121.699 24.189 11.7 3.03
122.109 24.305 21.5 3.62
121.709 24.189 13.0 3.13
121.066 21.862 11.2 3.46
121.918 24.378 36.7 3.35
122.881 24.135 19.7 3.01
121.369 23.218 18.6 3.24
121.732 24.179 32.3 3.76
121.565 23.145 48.4 3.26
121.964 24.818 83.4 3.47
120.787 22.795 37.7 3.1
121.654 24.008 25.3 3.17
122.166 23.935 40.7 3.36
121.797 24.571 64.0 3.37
121.673 22.097 111.3 3.0
121.817 24.768 91.1 3.9
122.079 23.270 38.8 3.01
121.746 21.279 176.0 3.19
121.755 24.198 15.9 3.51
122.112 24.682 11.4 3.6
120.610 22.443 23.7 3.5
121.778 24.565 65.0 3.15
121.396 21.344 76.6 3.28
122.168 24.848 120.4 3.48
122.508 24.742 117.5 3.85
122.656 24.526 37.8 3.13
122.325 24.854 19.6 3.03
122.075 24.689 9.9 3.13
122.662 23.988 24.8 3.73
120.897 23.221 1.5 3.38
121.689 24.978 101.8 3.17
121.648 22.104 110.9 3.14
121.315 24.089 69.3 3.63
121.953 23.653 34.0 3.08
121.355 23.178 18.3 3.14
121.889 24.438 20.4 3.52
122.315 24.559 74.0 3.49
121.379 22.545 89.0 3.0
120.459 23.260 8.9 3.32
122.234 24.210 24.4 3.31
122.368 21.345 143.1 3.52
121.571 25.135 5.7 3.05
122.138 24.830 95.8 4.63
121.360 22.497 78.6 3.0
121.480 23.211 42.6 3.33
121.398 21.299 92.2 3.73
121.681 24.199 13.0 3.0
122.672 24.469 91.4 3.11
121.494 23.228 44.5 3.75
121.566 23.248 38.8 3.06
121.796 24.753 89.8 3.22
122.120 24.774 8.7 3.25
122.108 24.801 13.4 3.71
121.749 24.888 106.3 3.41
122.447 24.100 36.1 3.16
122.920 24.745 133.6 3.07
121.382 22.070 86.7 4.18
122.803 24.307 59.1 3.08
120.803 23.341 6.1 3.76
120.942 22.856 8.0 3.28
120.942 22.872 5.9 3.24
122.371 25.322 252.1 3.55
120.728 23.182 4.1 3.63
122.063 23.397 39.8 3.02
121.691 22.616 18.0 3.39
121.634 24.611 46.7 3.22
122.093 24.120 38.5 3.35
122.012 24.739 58.7 3.83
121.708 25.001 130.1 3.15
122.289 25.205 210.4 3.65
121.906 23.748 40.7 3.2
121.728 24.417 30.9 3.75
121.718 23.825 21.5 3.43
121.692 23.843 21.6 3.28
120.944 22.862 6.8 4.38
120.959 22.868 9.5 3.79
122.001 24.196 48.6 3.07
122.850 24.298 33.7 4.87
122.527 24.221 43.0 3.56
121.992 24.746 62.5 3.84
121.905 21.064 188.6 3.1
121.149 22.463 31.7 3.26
121.922 24.457 16.0 3.23
121.857 24.617 53.6 3.12
121.688 24.274 29.4 3.2
121.697 24.269 28.7 4.44
121.587 23.795 30.6 3.62
121.739 24.932 90.3 3.08
121.625 23.940 42.6 4.08
121.951 21.859 186.1 3.04
121.670 23.677 34.3 3.29
121.758 24.238 27.1 3.13
122.109 23.902 45.1 3.0
121.440 22.721 17.8 3.12
120.837 23.599 7.2 3.35
121.515 23.096 44.6 3.69
120.933 22.848 8.4 3.09
121.409 22.104 15.5 3.34
121.929 21.304 175.0 3.79
120.617 23.144 5.1 3.13
120.601 23.495 14.4 3.81
120.602 23.493 13.7 3.69
121.611 24.325 24.9 3.22
121.649 21.766 20.7 4.14
121.682 21.851 12.1 3.51
121.671 21.789 26.7 3.8
121.967 24.456 18.0 4.93
121.959 24.461 18.1 3.38
122.942 24.401 66.8 3.24
122.916 23.521 24.7 3.71
122.447 23.969 23.2 4.06
122.362 21.125 148.2 3.34
122.252 24.158 28.7 3.64
122.410 24.928 23.9 3.95
120.914 23.211 5.1 3.09
121.761 24.523 66.1 3.11
121.718 23.943 52.6 3.1
121.880 24.453 14.4 3.35
120.723 23.460 5.9 3.22
121.577 24.744 78.0 3.73
121.256 21.350 137.0 3.47
121.690 24.098 59.2 3.43
122.402 24.901 18.5 3.01
120.077 24.268 37.0 3.03
122.849 25.394 185.7 3.6
121.465 23.914 18.2 3.5
121.761 24.324 6.3 3.02
122.163 24.799 10.1 3.8
121.941 24.338 26.1 3.41
121.323 22.275 14.3 3.28
120.547 22.954 15.2 3.87
122.097 22.127 40.8 4.87
122.239 24.793 4.6 3.0
120.554 22.923 14.4 4.34
122.309 24.035 25.5 3.49
120.727 22.703 27.1 3.03
121.958 24.837 11.6 3.23
121.031 21.864 30.2 3.44
122.496 24.255 67.7 3.0
121.053 21.916 21.7 3.09
121.293 23.460 11.9 3.76
121.295 22.839 19.6 3.23
121.346 22.627 23.0 3.43
121.887 23.742 36.2 3.41
122.367 24.830 11.1 3.18
122.354 24.780 11.5 3.19
121.333 22.696 87.2 3.14
122.594 24.869 114.0 3.4
121.335 22.920 37.4 3.02
120.618 22.437 19.6 3.11
122.455 24.897 15.2 3.58
120.571 23.551 10.3 3.27
122.002 24.351 16.9 3.26
121.666 23.376 13.5 3.31
122.373 24.006 25.7 3.03
121.301 23.436 23.6 3.46
122.513 24.802 106.3 3.39
121.520 22.148 98.5 3.27
122.907 22.847 88.7 3.28
122.378 24.811 14.2 3.22
120.888 23.670 10.3 3.13
121.818 22.993 45.7 3.07
120.946 23.071 9.5 3.55
122.487 25.347 241.7 4.12
121.698 23.841 26.1 3.25
122.587 24.649 107.4 4.12
122.797 24.175 46.0 3.87
121.755 24.265 49.3 3.4
121.568 23.285 36.3 3.31
121.742 24.036 37.8 3.51
122.693 24.951 145.7 3.79
121.515 24.106 19.2 4.23
122.315 24.197 47.2 3.38
120.737 23.130 4.2 3.19
122.547 24.577 97.1 3.88
121.784 23.599 31.9 3.19
122.715 23.962 39.9 3.39
121.626 24.349 23.0 3.62
121.621 24.349 23.4 3.57
121.003 23.648 11.6 3.11
122.303 24.813 8.2 3.18
120.575 23.430 6.2 3.1
121.816 24.399 9.5 3.01
122.753 24.445 96.9 5.46
121.867 24.857 107.7 3.08
121.736 24.382 13.5 3.39
122.049 24.860 102.5 3.55
121.563 23.443 4.1 3.12
121.447 24.077 62.1 3.53
120.506 23.110 15.4 4.23
121.527 23.192 36.6 3.43
122.473 24.890 119.8 3.88
120.937 22.830 5.2 3.11
122.552 24.224 41.4 3.07
122.119 22.206 13.8 3.2
121.321 22.517 16.1 3.29
119.455 25.340 23.5 3.67
120.826 22.229 5.6 3.0
121.926 24.774 84.8 3.46
122.006 24.429 19.9 3.14
122.247 25.676 286.6 3.66
120.577 23.065 13.8 3.3
122.144 24.767 125.1 3.39
121.066 23.990 28.8 3.04
122.846 23.801 50.3 3.86
121.459 22.127 29.0 3.99
122.405 23.952 28.3 3.63
122.462 24.848 3.8 3.46
121.947 24.271 23.0 3.38
121.344 22.627 23.7 6.15
121.312 22.647 24.5 3.99
120.284 22.027 38.6 3.38
121.316 22.634 19.2 3.3
121.331 22.598 21.8 3.17
121.338 22.626 22.5 3.02
121.883 24.775 87.2 3.61
122.004 24.697 8.3 3.14
122.008 24.696 6.8 3.54
121.969 23.960 37.3 3.18
122.919 25.350 142.9 3.12
121.283 21.947 69.1 3.2
120.603 22.432 21.8 3.2
121.622 24.588 53.2 3.7
120.671 22.817 14.8 3.05
121.818 24.453 16.4 3.14
121.583 24.639 76.6 3.36
121.760 24.695 84.1 3.07
121.452 23.946 17.8 3.07
122.427 23.992 27.3 3.1
121.879 21.193 181.3 3.16
121.500 23.105 12.5 3.96
122.543 24.745 104.8 3.13
122.499 23.689 43.4 3.23
122.023 24.809 96.0 3.72
122.523 24.931 19.5 3.19
121.841 23.791 45.7 4.07
121.270 22.030 62.9 3.12
122.004 23.409 36.5 3.06
122.113 23.945 40.9 3.4
122.471 24.597 94.5 3.64
121.360 23.206 16.8 4.07
121.372 23.198 16.7 3.52
122.454 24.668 13.7 3.33
120.553 22.993 15.9 3.9
121.351 23.206 15.8 4.04
120.863 22.953 5.9 3.32
122.202 25.524 203.6 3.01
121.304 22.794 34.9 3.06
120.688 22.706 25.1 3.65
120.934 23.134 2.6 3.11
121.671 24.130 8.9 3.21
120.916 23.148 1.3 3.1
122.304 24.783 106.6 3.41
121.668 24.120 9.6 3.09
121.662 24.130 9.8 3.9
121.644 24.134 9.1 3.35
121.210 21.329 79.0 3.12
121.673 24.126 10.3 3.17
122.048 24.935 143.8 3.33
121.672 24.135 11.3 3.51
121.472 23.936 18.1 3.9
121.471 23.954 17.7 3.23
122.046 23.382 39.5 3.51
122.369 24.730 83.9 3.78
121.782 24.147 39.0 4.23
121.991 24.129 49.6 4.13
121.350 22.654 23.7 5.3
121.346 22.632 28.6 3.04
121.944 24.747 87.7 3.8
121.620 23.678 36.9 3.57
120.622 23.537 4.6 3.68
120.584 22.570 19.7 3.0
120.630 22.852 18.7 3.2
121.073 22.830 15.9 3.02
122.382 24.722 85.9 3.36
122.055 21.531 54.2 3.34
122.099 24.688 8.8 3.06
121.933 24.884 113.3 3.74
121.729 24.377 17.2 3.21
121.545 24.712 31.6 3.63
121.649 24.194 32.0 4.29
122.916 24.474 72.0 3.52
121.583 24.026 34.3 3.0
121.346 22.629 20.1 3.16
122.102 24.696 4.8 3.0
121.618 23.770 32.4 3.4
122.382 24.083 27.7 3.05
122.287 24.124 39.0 3.04
122.109 24.703 10.2 3.23
121.748 24.270 30.2 3.0
121.484 23.928 15.4 3.59
122.301 25.318 17.4 3.16
120.354 21.900 49.1 3.38
120.822 23.215 7.5 4.0
121.332 22.613 22.5 3.05
121.343 23.030 20.5 5.07
121.338 23.116 17.4 3.32
121.321 23.118 20.5 3.15
120.982 22.516 17.8 3.46
122.557 24.922 39.8 3.07
121.524 24.440 5.3 3.16
121.896 24.604 58.2 3.32
121.928 24.385 25.1 3.82
122.395 24.564 11.4 3.45
121.905 24.396 26.6 4.34
120.677 23.217 8.9 3.42
122.189 24.215 53.8 3.1
121.292 21.094 78.3 3.95
121.911 24.249 49.6 3.36
122.430 24.066 31.2 5.33
121.733 24.207 51.7 3.25
121.886 23.474 38.6 3.59
121.679 24.113 11.8 3.63
121.659 24.098 11.8 3.13
120.633 23.173 10.3 3.16
120.449 22.045 46.5 3.42
120.998 21.978 17.8 3.41
121.451 24.075 63.3 3.33
121.423 23.370 31.6 3.69
120.661 21.937 49.9 3.02
122.128 24.820 99.8 3.47
120.043 21.278 57.8 4.44
121.959 24.460 17.5 3.54
122.448 24.631 74.4 3.3
122.064 25.392 248.4 3.4
120.701 23.188 9.8 3.53
120.699 23.189 9.7 3.62
122.780 24.533 84.1 3.16
121.542 23.591 42.2 3.72
120.690 23.182 7.6 3.52
122.454 24.004 25.0 3.95
121.825 21.314 172.1 3.51
122.457 24.031 27.8 3.34
122.958 24.318 44.7 4.28
120.696 23.096 6.2 3.93
122.456 24.647 9.5 3.61
122.032 23.877 36.5 3.48
121.786 24.433 24.7 3.08
121.669 24.133 10.3 3.28
121.698 24.353 57.8 3.04
122.195 24.336 61.7 3.18
121.253 24.690 6.8 3.12
122.475 24.629 16.6 3.56
120.063 23.103 18.7 3.0
122.413 24.078 27.5 5.53
122.681 24.070 43.9 3.47
120.557 21.970 48.1 3.1
121.717 23.909 50.6 3.54
122.435 21.297 132.8 4.13
122.477 22.355 6.9 3.15
121.423 21.089 70.7 3.3
122.865 23.853 32.7 3.09
120.352 23.090 17.6 3.67
121.605 23.541 40.9 3.47
122.005 23.258 36.7 3.92
120.770 21.219 77.2 3.08
121.274 22.207 32.3 4.62
122.717 24.672 86.5 3.04
122.041 24.853 9.0 4.16
122.043 24.850 9.0 3.72
122.114 24.860 108.4 3.59
122.070 24.881 16.5 3.07
121.543 23.757 17.9 3.45
121.896 24.320 27.0 3.63
121.272 22.824 10.1 3.14
121.913 24.424 27.5 3.96
121.930 24.417 25.8 4.36
121.914 24.419 26.3 3.6
122.858 22.878 34.5 3.11
121.265 22.830 12.4 3.36
121.267 22.837 12.0 3.78
121.268 22.832 11.8 5.07
121.280 22.851 16.3 4.09
121.267 22.850 18.8 3.58
119.827 22.458 47.4 3.3
122.806 21.666 20.5 3.06
121.927 24.367 28.3 3.25
121.285 22.838 11.7 3.38
122.694 24.476 91.4 3.0
