# lon lat depth mag.
120.342 21.670 64.4 3.49
120.725 23.381 5.3 3.41
122.318 24.077 3.6 3.61
121.997 24.202 59.2 3.27
122.519 24.000 18.0 3.0
122.652 24.951 1.0 3.04
122.649 24.998 1.0 3.02
122.509 23.065 16.9 3.12
122.182 24.849 114.1 4.84
121.821 24.763 73.7 4.28
122.352 24.004 6.5 3.94
122.472 24.074 5.0 3.38
122.285 22.172 21.0 3.13
122.848 23.635 15.8 3.02
120.443 23.184 11.0 3.62
122.801 23.375 4.3 3.18
122.484 24.484 5.1 3.01
122.074 24.813 113.5 3.09
122.196 24.767 89.3 3.52
121.861 23.910 45.8 3.36
121.122 22.800 15.4 3.76
122.440 23.924 5.8 3.0
120.865 22.928 0.7 3.67
120.520 21.153 78.8 3.31
121.902 24.857 100.0 3.12
120.230 21.189 61.2 4.14
122.764 24.405 68.3 3.31
120.998 23.590 5.4 3.64
120.884 22.221 8.4 3.15
121.830 21.541 5.3 3.8
121.833 23.871 5.0 3.4
120.016 21.324 8.6 3.43
120.851 24.304 32.2 3.24
120.195 21.112 66.4 3.56
119.981 21.249 13.6 3.14
121.658 23.233 29.6 3.01
121.623 23.605 26.9 3.33
122.488 24.034 18.2 3.05
121.644 23.290 27.6 3.19
120.274 21.043 65.3 3.34
120.979 23.598 3.5 3.18
121.624 23.582 26.7 4.25
122.450 24.661 95.7 3.17
121.384 22.856 21.2 3.14
122.027 23.234 14.7 3.81
121.418 22.976 27.3 3.25
122.042 24.857 5.3 3.5
122.821 22.419 41.0 3.19
122.308 23.977 1.4 3.54
122.009 24.848 9.5 3.28
121.566 24.121 30.5 3.93
121.839 23.928 44.6 3.66
121.770 23.832 51.1 4.43
122.215 24.215 46.9 3.34
120.061 22.298 22.4 3.23
121.720 23.870 100.0 3.11
122.457 23.741 9.7 3.52
122.478 24.608 96.7 3.95
121.715 24.717 86.8 4.63
120.559 22.915 13.9 3.55
122.358 24.752 79.5 3.12
121.796 24.459 7.6 3.81
121.649 23.240 35.7 3.35
121.660 23.570 29.4 3.5
121.601 24.336 22.2 3.16
121.675 22.333 9.5 4.71
121.771 22.384 16.3 3.14
122.229 21.108 62.3 3.64
121.081 22.708 6.2 4.59
121.973 24.840 9.6 3.04
122.073 24.884 1.0 3.4
122.045 24.877 7.6 3.52
122.688 23.922 7.2 5.77
122.437 23.925 5.0 4.49
122.562 23.856 3.9 4.04
122.828 23.854 13.5 3.35
122.505 23.878 16.0 3.8
122.468 23.922 6.3 3.57
122.515 23.898 0.2 3.0
122.431 23.919 2.5 3.89
122.528 23.903 22.2 3.66
122.550 23.894 10.7 4.32
122.404 23.902 11.7 3.39
122.455 23.901 7.4 3.86
122.490 23.900 15.3 3.23
122.499 23.899 14.4 3.8
122.458 23.924 12.5 3.85
122.338 23.968 0.4 3.34
122.343 23.958 5.5 3.19
122.452 23.884 4.5 3.06
122.652 23.928 15.7 3.64
122.541 23.877 49.9 3.04
122.670 23.839 16.1 5.72
122.572 23.884 24.1 3.85
122.534 23.878 11.2 4.38
122.578 23.788 9.5 4.76
122.513 23.893 20.3 3.54
122.568 23.902 13.0 5.56
122.552 23.909 14.3 4.45
122.495 23.926 1.8 4.58
122.701 24.137 13.9 3.41
122.519 23.912 10.3 4.66
122.478 23.923 4.4 3.79
122.426 23.975 0.5 3.39
122.521 23.955 26.4 3.48
122.726 23.793 18.9 3.89
122.542 23.900 12.3 3.12
122.497 23.904 5.3 3.83
122.496 23.904 9.0 3.68
122.479 23.897 8.6 3.32
122.573 23.847 31.7 3.11
122.619 23.814 11.0 4.67
122.497 23.924 14.4 3.09
122.391 23.951 4.0 3.04
122.494 23.911 16.1 4.07
122.497 23.912 2.7 3.18
122.422 23.935 1.8 3.09
122.451 23.906 15.0 3.01
122.599 23.858 13.6 4.96
122.539 23.864 11.5 3.99
122.502 23.895 7.6 3.82
122.452 23.926 1.9 3.1
121.731 21.887 137.7 3.15
122.429 23.913 7.2 3.02
122.003 24.858 5.1 3.43
122.547 23.863 9.7 3.77
122.500 23.882 9.1 3.75
122.636 23.863 5.5 6.0
122.548 23.921 12.8 3.32
122.515 23.918 16.7 3.02
122.355 23.991 7.2 3.34
122.468 23.928 17.5 3.76
122.411 23.930 8.1 3.08
122.515 23.911 12.0 3.16
122.502 23.944 18.8 3.91
122.590 24.599 90.5 3.0
122.435 23.786 3.6 3.22
122.521 23.852 16.4 3.95
121.074 22.705 6.8 4.3
122.603 23.827 4.5 6.6
122.486 23.811 17.8 4.61
122.548 23.758 11.7 5.28
122.620 23.701 11.5 3.28
122.576 23.898 20.2 3.32
122.371 23.806 3.6 3.26
122.470 23.788 1.8 4.21
122.527 23.800 10.7 4.08
122.374 23.839 19.6 3.48
122.478 23.779 9.3 4.69
122.464 23.906 7.5 3.2
122.618 23.839 69.4 3.13
122.387 23.885 6.7 3.12
122.404 23.762 6.8 3.39
122.520 23.726 14.7 4.54
122.666 23.822 38.0 3.32
122.935 24.539 33.9 3.37
122.615 23.781 35.9 3.24
122.518 23.784 14.0 3.33
122.629 23.811 16.4 5.46
122.458 23.784 6.6 3.79
122.507 23.788 22.3 3.62
122.520 23.771 18.8 3.01
122.505 23.854 16.1 4.14
122.472 23.922 8.3 4.18
122.401 23.971 8.2 3.37
122.588 23.817 5.7 3.22
122.436 23.820 15.0 4.27
122.512 23.966 18.6 3.12
122.473 23.757 18.7 3.09
122.477 23.932 27.7 3.2
122.447 23.936 12.0 3.12
122.552 23.792 15.4 4.24
122.427 23.915 15.9 3.95
122.497 23.817 14.1 3.69
122.383 24.008 8.0 3.35
122.439 23.841 6.3 4.23
122.534 23.859 16.9 3.1
122.362 23.995 17.0 3.29
122.441 23.747 22.3 3.71
122.475 23.822 16.2 3.24
122.482 23.851 10.5 3.48
122.512 23.796 18.0 3.93
122.591 23.775 5.2 5.74
122.481 23.757 8.5 4.54
122.499 23.847 4.9 3.35
122.556 23.763 10.2 4.01
122.500 23.789 16.2 3.62
122.357 23.881 2.2 3.32
122.474 23.759 15.5 3.15
122.468 23.735 11.2 4.95
122.352 23.838 13.1 3.8
122.324 23.784 0.6 3.66
122.338 23.779 5.3 4.02
122.492 23.703 20.9 4.25
122.437 23.723 5.2 4.23
122.490 23.733 13.4 3.97
122.420 23.747 18.0 3.26
122.435 23.771 4.2 3.57
122.425 23.751 9.7 3.66
122.511 23.732 12.8 3.06
122.473 23.944 42.3 3.07
122.486 23.709 17.2 4.06
122.451 23.728 6.2 3.51
122.432 23.725 10.2 3.19
122.378 23.745 7.1 3.24
122.377 23.938 13.9 3.4
122.510 24.008 13.1 3.48
122.662 23.863 34.9 3.97
122.479 23.772 16.8 3.96
122.463 23.831 21.5 3.11
122.466 23.769 4.3 3.2
122.440 23.873 22.0 3.03
122.471 23.805 14.3 3.16
122.504 23.753 17.3 3.31
122.400 23.787 13.9 3.8
121.472 23.945 15.8 3.09
122.487 23.917 10.6 3.62
122.437 23.731 5.5 3.41
122.501 23.898 17.2 3.16
122.489 23.852 12.7 3.02
122.484 23.761 5.0 3.32
122.419 23.807 10.2 3.97
122.433 23.787 17.4 3.4
122.204 23.516 132.2 3.09
122.422 23.908 13.0 3.46
119.935 24.006 55.1 3.13
122.566 23.792 38.2 3.21
122.463 23.749 10.0 3.18
122.636 23.664 38.0 3.14
122.494 23.858 7.6 3.36
122.451 23.872 14.4 3.48
122.404 23.743 6.5 3.65
122.511 23.891 15.7 3.33
122.464 23.760 7.2 3.96
122.425 23.756 10.3 3.2
122.420 23.784 1.1 3.57
122.446 23.895 13.2 3.69
122.359 23.771 3.3 3.35
122.536 23.734 7.6 3.14
122.503 23.803 12.2 3.21
122.485 23.924 27.6 3.12
122.405 23.817 10.4 3.12
122.399 23.766 8.3 3.09
122.452 23.899 3.1 3.11
122.406 23.888 1.3 3.63
122.464 23.886 5.4 3.77
122.483 23.740 3.5 3.54
122.381 23.805 5.3 3.79
122.482 23.880 6.4 3.94
122.439 23.722 9.4 4.01
122.587 23.816 12.6 4.65
122.551 23.842 7.7 3.17
122.603 23.818 10.2 4.9
122.459 23.860 7.8 3.86
122.475 23.822 14.9 3.56
122.585 24.995 114.8 3.46
122.438 23.869 11.9 3.07
122.426 23.733 6.0 3.94
122.603 23.705 26.3 3.44
122.501 23.726 3.2 3.71
122.440 23.884 5.6 3.09
122.428 23.742 9.6 3.49
122.464 23.804 8.8 3.25
122.338 23.751 5.0 3.02
121.949 24.875 86.7 3.04
122.495 23.900 8.8 3.01
122.560 23.945 10.6 3.0
122.422 23.773 13.0 3.18
122.527 23.849 5.9 3.77
121.038 22.721 7.7 3.5
122.409 23.761 45.1 3.28
122.214 23.865 17.2 3.18
122.498 23.816 7.3 3.1
122.109 22.686 71.1 3.07
122.585 23.763 18.0 3.48
120.024 23.225 12.5 3.38
122.454 23.813 5.3 3.49
122.525 23.870 22.5 3.12
122.392 23.763 6.0 3.48
122.473 23.769 8.5 4.79
122.641 24.225 1.5 3.18
122.432 23.783 16.6 3.45
122.366 23.946 25.0 3.05
122.483 23.854 11.1 3.22
122.458 23.864 2.6 3.74
122.531 23.842 5.0 3.37
122.500 23.857 10.0 3.12
122.601 23.772 38.0 3.23
122.367 23.857 5.0 3.06
122.462 23.715 10.0 3.16
122.487 23.869 11.5 3.4
122.475 23.776 15.6 3.07
122.542 23.831 10.0 3.04
122.412 23.974 6.5 3.33
122.435 23.872 12.3 3.67
122.465 23.743 9.8 5.0
122.496 23.694 15.6 3.23
122.007 24.850 13.4 3.55
122.518 23.826 17.0 4.19
122.539 23.975 14.7 4.44
122.443 23.886 26.1 3.1
122.440 23.772 6.5 3.05
122.438 23.881 3.4 3.35
122.721 24.012 17.5 3.07
122.406 24.874 11.9 3.61
122.370 23.893 2.0 3.31
121.735 24.044 60.1 3.09
121.597 23.214 32.9 3.0
122.430 23.833 0.7 3.15
122.530 23.726 8.5 3.14
122.436 23.759 8.4 3.84
122.484 23.771 3.7 3.42
122.416 23.737 5.8 3.71
122.345 24.892 3.4 4.3
122.269 24.859 4.5 3.45
122.420 24.863 3.1 3.89
122.479 24.865 8.8 4.83
122.365 24.849 0.4 3.25
122.465 24.889 0.8 3.37
122.389 24.854 4.0 3.7
122.398 24.870 7.8 3.69
122.388 23.758 2.3 4.07
122.468 23.711 28.2 3.51
122.547 23.718 14.6 5.04
122.485 23.730 10.4 3.86
122.473 24.951 15.7 3.27
122.418 24.867 2.9 3.2
122.488 23.717 18.9 3.74
122.392 24.859 6.8 3.81
122.430 23.743 8.1 3.28
122.471 24.884 4.4 3.77
122.336 25.033 27.7 3.07
122.515 24.912 2.3 3.14
122.412 24.847 2.3 3.19
120.859 21.489 10.0 3.22
122.238 23.785 8.4 3.12
122.808 23.962 20.4 3.26
122.241 23.797 16.8 3.08
121.883 24.128 22.4 4.0
122.445 24.875 7.8 3.86
122.483 23.919 17.4 3.78
122.539 24.894 13.8 4.51
122.393 24.017 29.7 3.6
122.077 24.938 116.8 3.35
122.443 24.857 4.2 3.35
122.490 24.875 6.4 3.3
122.380 24.912 1.8 3.18
122.367 23.767 11.5 3.86
121.627 24.965 109.1 3.7
120.970 22.400 8.4 3.1
122.433 24.874 10.1 3.75
122.400 23.886 3.9 3.15
121.937 24.433 5.5 3.26
121.481 23.944 17.0 3.69
122.800 24.440 64.9 3.42
122.545 23.847 9.5 3.3
122.405 23.908 2.6 3.07
121.679 22.367 25.0 3.36
121.575 24.080 17.0 4.51
122.494 23.743 26.3 3.38
120.946 24.063 10.5 3.21
119.469 24.425 30.0 3.04
121.837 25.266 156.6 3.25
122.826 24.867 141.6 3.42
122.536 24.846 6.0 3.18
121.732 24.263 45.8 3.79
120.770 23.715 7.8 4.57
122.513 23.912 4.0 4.05
122.753 23.884 5.3 4.26
122.586 23.991 14.2 3.05
122.497 24.110 28.2 3.03
121.756 21.347 149.1 3.5
122.559 24.866 2.0 3.26
122.476 23.814 12.8 3.28
122.026 23.827 22.8 3.51
120.581 22.844 2.8 3.52
122.459 23.914 8.7 3.2
120.529 22.763 22.6 3.04
122.557 23.918 5.0 3.16
120.881 23.089 2.0 3.49
122.503 23.924 9.6 3.18
122.523 23.713 5.0 3.02
122.386 23.740 8.1 3.25
122.502 23.764 14.4 3.5
120.998 22.634 3.1 3.12
121.543 21.492 103.0 3.34
121.453 23.933 16.9 3.9
122.657 23.801 9.4 3.41
121.129 22.805 20.4 3.89
122.054 24.294 6.0 4.16
121.996 24.262 13.6 4.21
122.356 24.527 36.0 3.39
122.019 24.320 31.8 3.32
121.681 21.770 138.6 3.6
120.966 21.956 109.6 3.16
121.838 24.462 5.3 6.5
121.757 24.476 16.0 3.76
121.736 24.454 13.0 4.17
121.891 24.507 10.3 3.7
121.757 24.468 13.0 3.56
121.841 24.445 13.1 3.47
121.842 24.385 29.7 4.03
121.790 24.444 10.6 3.28
121.767 24.467 7.4 3.34
121.676 24.421 16.5 3.52
121.857 24.472 1.3 4.32
121.718 24.469 7.7 3.75
121.753 24.461 7.1 3.41
121.830 24.462 16.1 3.57
121.793 24.451 6.7 3.48
121.705 24.433 25.5 3.19
121.782 24.472 5.6 3.08
121.826 24.449 4.1 3.91
121.838 24.459 4.2 3.86
121.826 24.460 14.0 3.37
121.926 24.446 6.2 3.05
121.786 24.495 7.4 3.78
121.749 24.507 15.7 3.28
121.795 24.480 5.4 3.41
121.831 24.480 5.9 3.53
121.765 24.457 7.1 3.03
121.845 24.454 1.9 3.65
121.706 24.466 12.3 3.13
121.749 24.453 5.8 3.8
121.775 24.445 5.0 3.8
121.823 24.460 11.8 3.61
121.814 24.487 6.3 3.64
121.783 24.521 18.3 3.38
121.762 24.446 2.8 3.34
121.844 24.461 5.0 3.43
121.788 24.474 6.3 3.85
121.786 24.463 16.3 3.28
121.845 24.465 3.8 3.6
121.751 24.452 6.3 3.38
121.744 24.455 4.7 3.64
121.808 24.490 4.2 3.13
121.803 24.463 6.0 3.17
121.762 24.452 7.0 3.31
121.842 24.455 7.4 3.12
121.794 24.478 8.0 3.12
121.810 24.473 3.8 3.04
121.372 24.400 10.1 3.27
121.869 24.490 8.0 3.17
121.960 24.836 5.1 3.17
121.721 24.454 11.7 3.62
121.747 24.458 8.9 3.72
121.759 24.447 7.1 3.99
121.822 24.510 13.8 3.05
121.833 24.468 5.1 3.6
121.790 24.464 7.5 3.52
121.832 24.479 11.9 4.2
121.771 24.492 11.6 4.28
121.843 24.473 5.5 4.82
121.786 24.463 6.5 3.0
121.675 24.416 11.4 3.14
121.935 24.423 6.1 3.03
121.745 24.458 5.9 3.7
121.778 24.466 6.7 3.45
121.885 24.463 5.4 3.99
121.772 24.479 4.9 3.93
121.840 24.465 3.8 3.69
121.845 24.460 5.4 3.46
121.734 24.500 13.6 3.17
121.769 24.516 6.2 3.26
121.820 24.464 7.7 3.59
121.733 24.489 7.6 3.52
121.404 23.233 15.9 3.13
121.795 24.477 1.1 4.73
121.795 24.467 6.6 3.23
121.767 24.479 9.2 3.04
121.775 24.448 4.5 3.92
121.905 24.436 0.9 3.94
121.788 24.469 5.6 3.26
121.794 24.412 24.8 3.26
121.849 24.482 6.3 3.08
121.721 24.447 6.4 3.21
121.854 24.469 9.5 3.26
121.857 24.469 5.7 3.33
121.768 24.460 3.7 3.29
121.783 24.459 5.7 3.39
122.045 24.444 16.0 3.2
121.785 24.474 7.3 3.55
121.770 24.442 2.5 4.54
121.737 24.450 11.0 3.1
121.818 24.422 1.0 5.02
121.843 24.465 13.6 3.03
121.512 24.292 8.0 3.08
121.743 24.452 11.6 3.28
121.815 24.432 9.4 3.5
121.755 24.450 7.1 3.7
121.787 24.477 5.4 3.0
121.915 24.437 4.7 3.08
121.914 24.463 5.0 4.83
121.892 24.437 8.8 3.85
121.786 24.408 1.7 3.21
121.788 24.451 6.8 3.3
121.750 24.447 11.5 3.76
121.770 24.475 0.6 3.87
121.952 24.434 7.6 4.11
121.851 24.422 19.5 3.14
121.773 24.461 6.1 3.04
121.784 24.445 8.7 3.64
121.843 24.449 8.0 3.62
121.732 24.437 10.9 3.2
121.870 24.448 12.8 3.49
121.875 24.445 5.0 3.68
121.809 24.459 2.5 3.12
121.877 24.481 9.8 3.69
122.017 24.411 6.3 4.54
122.007 24.417 2.1 4.26
121.827 24.470 6.4 3.95
121.938 24.464 11.9 3.23
121.760 24.443 5.3 3.04
121.740 24.457 8.0 3.12
121.907 24.438 6.5 3.71
121.800 24.510 15.2 3.11
121.769 24.458 6.0 3.11
121.940 24.474 7.0 3.03
121.794 24.445 6.9 4.19
121.890 24.405 8.3 3.05
121.862 24.601 16.9 3.04
122.381 24.044 7.1 3.22
121.868 24.401 1.3 3.56
121.729 24.438 11.5 3.53
121.792 24.475 3.4 3.28
121.729 24.441 15.5 3.11
121.784 24.392 9.3 3.48
121.734 24.439 10.9 3.21
121.796 24.388 9.7 3.14
121.634 24.434 6.1 3.11
121.847 24.460 2.7 3.57
121.861 24.451 5.9 3.63
121.745 24.438 4.8 4.76
121.730 24.438 8.3 3.65
121.651 24.459 19.0 3.47
121.734 24.446 8.3 3.42
121.668 24.425 11.3 3.12
121.718 24.449 15.0 3.83
121.736 24.451 5.2 3.58
121.917 24.446 6.9 3.25
121.900 24.544 26.3 3.09
121.704 24.447 5.0 3.22
121.780 24.444 12.5 3.11
121.774 24.449 10.3 3.09
121.705 24.422 7.8 3.04
121.738 24.452 7.6 3.97
121.686 24.456 7.3 3.95
121.844 24.459 2.3 3.23
121.827 24.650 1.4 3.54
121.846 24.479 6.1 3.47
121.791 24.455 6.9 3.45
121.862 24.406 8.8 3.21
121.782 24.454 6.8 3.13
121.720 24.437 16.8 3.06
121.811 24.469 6.8 3.0
121.869 24.460 5.6 3.26
121.778 24.439 5.6 3.58
121.844 24.456 5.6 3.08
121.893 24.465 4.2 3.49
121.810 24.475 6.4 3.53
121.844 24.374 16.2 3.12
121.883 24.449 8.0 3.27
121.824 24.465 6.9 3.01
121.819 24.471 14.0 3.02
121.819 24.468 11.5 3.05
121.789 24.479 5.0 3.89
121.832 24.463 8.2 3.02
122.353 23.891 20.5 3.12
121.823 24.462 6.6 3.01
121.862 24.944 104.5 3.41
121.886 24.427 7.2 3.19
121.790 24.427 10.1 3.56
121.908 24.430 8.1 3.96
121.755 24.447 7.7 3.48
121.915 24.446 8.7 3.03
121.878 24.440 8.8 3.11
121.818 24.317 11.4 3.21
121.949 24.431 3.5 5.06
122.368 23.927 8.4 3.21
122.535 23.902 14.5 4.3
121.804 24.474 7.3 3.57
121.826 24.626 11.4 3.0
121.757 24.433 7.1 4.36
121.878 24.469 6.7 3.01
121.766 24.463 9.0 3.3
121.902 24.475 3.0 3.43
121.836 24.467 8.9 3.27
121.902 24.443 7.7 3.06
121.856 24.214 5.3 3.28
121.872 24.479 10.2 3.2
121.746 24.442 8.3 3.0
121.782 24.473 7.1 3.08
121.746 24.461 6.1 3.12
121.786 24.475 7.6 3.3
121.892 24.463 8.4 3.01
122.712 23.993 22.5 4.02
121.760 24.445 8.8 3.59
121.847 24.472 10.9 3.03
121.747 24.463 8.5 3.08
121.824 24.651 9.1 3.36
121.896 24.660 2.6 4.42
121.853 24.451 5.1 3.62
121.824 24.474 11.2 3.23
121.897 24.448 7.7 3.75
121.801 24.417 7.3 3.73
121.746 24.437 5.4 3.44
122.465 23.914 16.4 3.58
121.941 24.437 7.7 3.79
121.912 24.447 6.9 4.37
121.818 24.427 13.4 3.01
121.463 23.805 6.0 3.05
121.845 24.461 7.3 3.83
121.900 24.456 8.8 3.05
121.916 24.451 7.3 3.01
121.951 24.417 6.6 3.14
121.986 24.435 8.2 3.03
121.789 24.419 5.6 3.61
121.931 24.423 8.7 3.21
121.787 24.445 8.1 3.04
121.901 24.448 8.8 3.28
122.335 23.758 4.0 3.67
121.579 23.524 24.3 3.64
121.759 24.442 8.9 3.71
121.739 24.439 9.1 3.3
121.873 24.677 9.8 3.06
121.860 24.497 8.2 3.0
122.574 23.649 45.9 3.57
121.754 24.467 7.9 3.31
122.469 23.917 8.3 3.31
121.730 24.434 5.0 3.12
121.902 24.446 9.2 3.31
121.730 22.501 10.4 3.77
121.904 24.465 8.5 3.55
121.746 24.443 8.9 3.17
121.742 24.447 7.3 3.5
121.943 24.445 8.1 3.64
121.951 24.440 6.8 3.41
121.886 24.455 6.1 3.05
122.382 24.054 18.7 4.56
121.959 24.540 10.2 3.62
121.859 24.378 14.0 3.27
121.713 23.996 30.3 3.01
122.047 24.543 64.9 3.37
121.546 23.303 43.2 5.08
121.471 23.344 32.3 3.18
121.505 23.353 36.7 3.07
121.516 23.361 32.6 3.17
121.833 24.344 6.1 4.58
121.880 24.466 7.6 3.23
120.541 21.951 37.3 3.1
121.777 24.552 12.5 3.0
121.519 23.357 33.0 3.55
119.863 22.552 20.4 3.04
121.879 24.460 5.4 3.94
121.908 24.458 8.9 3.15
121.887 24.458 8.8 3.17
121.872 24.469 8.7 3.18
122.795 24.857 5.0 3.65
122.763 24.667 16.9 3.12
122.105 24.875 3.6 3.55
121.777 24.486 5.4 3.56
121.817 24.449 3.9 3.0
121.465 23.332 37.2 3.32
121.990 24.440 7.7 3.22
121.888 24.451 7.8 3.13
121.751 24.442 8.6 3.14
121.745 24.443 3.0 3.85
122.513 23.869 12.1 3.78
121.116 22.071 30.8 4.27
121.906 24.452 6.6 3.02
121.763 24.460 5.7 4.72
121.743 24.449 7.1 3.46
122.432 24.357 58.6 3.21
121.870 24.455 3.0 3.24
120.430 23.505 15.3 3.17
121.372 21.933 3.0 3.04
121.926 24.429 7.4 3.02
121.980 24.548 7.8 3.22
120.574 22.896 10.5 3.17
120.561 22.888 11.4 3.13
121.931 24.448 4.8 3.37
121.791 24.454 3.0 3.27
121.737 24.446 3.0 3.13
121.774 24.481 6.0 3.09
121.354 22.174 18.3 3.43
120.426 23.170 10.8 3.31
121.883 24.494 10.2 3.25
121.916 24.454 3.4 3.14
120.680 22.842 15.9 3.12
122.475 23.802 22.2 3.06
122.548 23.736 7.9 3.46
121.912 24.460 6.0 3.15
122.111 22.980 12.0 3.07
120.835 23.123 5.9 3.55
121.901 24.469 7.6 3.35
121.895 24.448 2.3 3.01
121.882 24.449 7.9 3.09
121.904 24.462 5.2 3.14
122.455 23.974 13.5 3.07
121.829 24.265 6.2 3.01
122.447 24.891 7.0 3.25
122.587 24.949 9.1 3.13
121.846 24.664 76.9 3.91
121.664 23.762 41.9 3.55
122.312 23.968 8.2 3.26
121.882 24.473 7.2 3.04
121.869 24.479 7.1 3.09
121.792 25.018 124.5 3.25
122.409 24.896 4.7 3.19
121.887 24.474 1.3 3.48
122.474 24.923 1.4 3.32
122.418 24.902 3.2 3.35
121.760 24.454 5.2 3.38
122.460 23.852 11.2 3.98
122.375 23.921 6.0 3.01
121.116 22.873 13.7 3.42
121.860 24.479 6.6 3.02
121.862 24.457 8.1 3.13
121.740 24.442 4.6 3.38
122.020 24.380 12.0 3.62
122.072 21.907 25.0 3.17
122.995 24.318 21.0 3.6
121.809 24.628 73.4 3.45
121.915 24.460 3.1 4.23
121.647 23.556 27.4 3.1
121.912 24.449 7.7 4.13
121.730 24.457 5.7 3.25
121.876 24.473 7.6 3.28
120.435 23.319 7.7 3.68
120.436 23.314 9.8 3.12
122.383 23.795 7.7 3.15
121.860 24.446 15.1 3.25
121.833 24.447 11.8 3.66
120.602 23.263 10.8 3.94
121.855 24.470 6.2 3.41
120.963 23.864 27.5 3.91
121.893 24.454 12.6 3.01
121.572 23.889 21.2 5.01
121.851 24.464 12.1 3.28
121.550 23.808 41.3 3.94
121.323 21.898 59.6 4.87
121.364 23.083 20.1 3.02
120.889 22.951 3.0 3.12
121.530 23.917 18.3 3.86
121.912 24.443 2.1 4.75
121.745 24.528 46.7 3.33
121.917 24.448 7.8 4.01
121.385 22.069 20.3 3.07
121.911 24.454 6.2 3.09
121.756 22.155 5.3 3.27
120.988 21.771 9.5 3.09
121.075 21.775 4.4 3.01
121.224 21.997 18.5 3.01
121.590 24.463 59.8 3.36
121.365 22.191 22.2 4.22
121.247 22.066 21.6 3.09
122.450 23.924 3.2 3.01
121.923 24.439 6.7 3.31
121.774 24.481 3.2 4.5
121.904 24.441 8.3 3.73
121.930 24.441 7.8 3.3
122.097 23.810 23.6 3.15
122.417 23.750 10.0 3.09
121.893 24.451 8.6 3.63
121.997 24.590 68.4 3.59
121.696 24.449 12.1 3.1
121.860 24.452 5.3 3.55
121.681 24.449 9.1 3.1
122.733 24.055 8.6 3.15
121.867 24.456 6.8 3.36
121.444 24.088 56.3 3.12
121.445 23.267 32.6 3.16
121.545 23.159 22.5 4.73
121.916 22.574 3.0 3.0
121.766 24.445 8.9 3.08
121.927 24.432 2.3 3.34
122.630 24.697 113.5 4.78
121.854 24.169 37.0 3.12
121.929 24.427 7.0 3.38
121.917 24.434 8.3 3.09
121.940 24.339 36.6 3.28
121.939 24.338 31.4 3.74
121.004 24.021 12.4 3.55
121.888 24.445 7.0 3.37
122.129 24.627 59.2 3.26
121.525 23.934 18.9 3.79
122.083 24.642 66.8 3.87
122.835 23.821 16.4 3.43
121.953 24.829 6.0 3.01
121.902 24.455 7.3 3.16
120.742 23.880 10.7 3.11
121.915 24.486 9.8 3.23
121.422 23.139 21.2 3.21
121.915 21.715 93.9 3.42
121.697 24.016 30.9 3.53
121.903 24.487 8.8 3.09
121.853 24.476 7.7 3.39
120.736 22.595 15.6 3.48
122.480 23.782 14.8 4.31
121.897 24.488 10.1 3.55
122.393 23.999 10.3 4.34
120.983 24.391 2.3 3.02
122.575 24.973 138.0 3.37
121.911 24.427 7.8 3.2
120.133 24.599 22.2 3.02
122.812 23.629 24.1 3.04
121.850 24.880 91.6 3.3
121.512 23.353 32.4 3.18
122.430 23.761 5.0 3.14
121.908 24.456 8.1 3.1
121.999 24.366 7.6 3.41
121.525 23.090 14.8 3.06
121.876 24.474 8.7 3.04
119.815 22.091 62.3 3.69
121.871 24.454 5.6 3.11
120.999 23.184 4.5 3.54
122.068 23.854 13.3 3.42
121.482 23.957 16.7 3.24
122.090 24.791 2.2 3.88
121.855 24.471 6.4 3.25
122.512 23.946 16.9 3.59
122.506 23.895 13.2 3.36
121.809 24.422 12.1 3.23
121.735 24.432 8.1 3.27
121.742 24.430 4.4 3.4
121.895 24.485 11.2 3.02
121.077 24.113 46.3 3.16
120.873 23.692 9.8 3.62
120.840 23.126 5.6 3.08
120.392 21.987 41.8 3.52
119.874 23.227 19.5 4.71
121.872 24.464 9.3 3.0
121.761 24.411 7.4 3.15
121.656 23.938 7.6 4.99
120.874 23.692 6.2 3.7
121.317 22.882 85.3 3.89
122.845 22.658 32.3 3.88
122.398 23.730 4.3 3.79
122.268 23.783 15.0 3.31
122.472 23.747 6.4 3.53
122.501 23.745 15.9 3.1
121.744 24.446 7.0 3.1
121.830 24.464 6.2 3.39
122.767 22.835 21.3 4.01
121.548 24.227 55.5 4.58
122.035 21.949 59.6 3.31
121.683 24.102 26.6 3.34
122.470 24.111 10.0 3.29
121.721 23.398 34.8 3.33
121.375 23.167 18.6 3.05
119.982 22.970 12.7 3.02
120.011 22.984 15.3 3.38
121.133 22.000 10.0 3.15
119.862 23.228 14.0 3.76
119.835 23.198 0.5 3.64
119.849 23.214 14.0 3.76
121.633 23.819 24.7 3.0
121.436 23.888 21.6 3.28
120.750 23.180 7.1 4.09
121.449 23.875 25.0 3.29
121.556 22.001 102.2 3.03
122.010 24.379 14.0 3.01
121.931 24.470 9.4 3.27
121.913 24.470 9.8 3.14
121.546 23.299 45.2 4.82
121.479 23.322 37.8 3.04
121.493 22.890 21.7 3.07
121.865 24.456 7.5 3.11
121.414 21.759 1.1 3.11
119.472 22.922 26.3 3.32
121.848 24.472 5.8 3.32
122.407 24.690 92.5 3.44
121.608 23.950 8.1 4.18
122.926 24.405 23.8 3.37
