# lon lat depth mag.
121.37 22.04 21.7 5.4
121.52 23.43 30.6 6.6
121.46 23.46 19.3 6.1
121.49 23.37 31.5 4.7
121.52 23.42 35.8 5.3
121.52 23.48 26.0 5.8
121.44 23.42 21.0 5.8
121.42 23.34 17.9 4.9
121.44 23.42 23.9 4.6
121.45 23.45 12.0 4.5
121.46 23.45 21.0 4.5
121.40 23.31 17.7 4.4
121.43 23.36 18.6 4.0
121.49 23.45 24.2 4.8
121.46 23.44 19.6 5.3
121.40 23.42 9.2 4.0
121.44 23.44 23.0 4.1
122.04 21.01 10.9 5.4
121.43 23.40 23.0 4.3
121.51 23.44 28.7 4.0
121.42 23.35 18.6 4.1
