120.5438333	22.922	14.64	6.6
120.4238333	22.94716667	22.87	5.3
120.5186667	22.95866667	16.79	4.41
120.3193333	22.966	24.32	4.9
120.5626667	22.94133333	15.7	3.89
120.3536667	23.01066667	23.24	4.55
120.3335	22.953	22.83	4.17
120.3128333	22.9665	26.79	4.47
120.3781667	23.019	24.27	3.84
120.374	23.0235	23.27	3.71
120.3586667	23.0065	21.84	3.56
120.5676667	23.01083333	14.43	3.24
120.4988333	22.933	7.59	2.82
120.5575	22.95283333	17.5	2.86
120.3151667	22.94166667	26.27	3.43
120.5323333	22.942	11.68	3.33
120.5375	22.93266667	12.91	3.3
120.4366667	22.96166667	15.79	2.64
120.6111667	22.906	15.68	2.49
120.3041667	22.95483333	26.24	3.18
120.5088333	23.0795	10.98	2.81
120.5841667	22.914	12.95	3.3
120.3683333	23.01516667	24.54	2.86
120.3141667	22.94483333	23.06	3.31
120.5538333	22.91466667	10.35	2.58
120.3641667	23.00816667	23.05	2.8
120.5451667	22.9295	16.53	2.09
120.3748333	22.96566667	22.96	3.51
120.528	22.93933333	10.7	2.11
120.567	22.92566667	15.62	2.64
120.5133333	22.9305	15.23	1.85
120.3603333	23.03066667	22.79	2.46
120.3591667	23.001	26.65	2.58
120.5738333	22.9365	14.06	2.06
120.3536667	22.96033333	24.14	1.97
120.6118333	22.91866667	16.35	1.62
120.5921667	22.91733333	17.52	1.7
120.5896667	23.00333333	16.4	2.64
120.4358333	22.97733333	19.42	2.51
120.5813333	22.91766667	18.61	1.76
120.5701667	22.9145	13.82	2.16
120.5673333	22.9265	17.81	2.21
120.5798333	22.913	16.22	1.74
120.3786667	22.982	19.69	2.32
120.5053333	23.053	12.42	1.81
120.5046667	23.03883333	10.84	1.08
120.5086667	23.04366667	11.52	1.02
120.5375	22.9245	16.16	2.47
120.543	22.92933333	15.47	2.44
120.3535	22.97516667	21.71	2.17
120.3461667	22.9965	24.33	2.59
120.56	23.0095	13.68	2.26
120.5748333	22.9155	16.76	1.85
120.5738333	22.88766667	18.18	1.43
120.3696667	23.02583333	26.38	2.26
120.3515	22.99716667	25.62	2.62
120.5503333	23.04983333	14.76	1.41
120.5335	22.93466667	15.82	1.9
120.3441667	23.00916667	20.65	4.12
120.3523333	23.01066667	22.45	3.96
120.4418333	22.97	20.03	2.81
120.5751667	22.94616667	16.14	3.38
120.6283333	22.918	14.79	2.21
120.6226667	22.90366667	15.97	2.77
120.3563333	23.03066667	22.74	3.35
120.3506667	23.03783333	22.45	3.4
120.3448333	23.00133333	21.9	2.65
120.5413333	22.93283333	11.89	1.46
120.4068333	23.004	20.67	1.62
120.5178333	22.923	19.45	1.62
120.5255	23.04866667	10.92	1.25
120.3628333	22.97166667	17.92	1.56
120.3806667	23.03966667	29.2	1.69
120.3381667	22.98016667	22.7	2.22
120.5496667	22.91716667	14.23	2.64
120.4133333	22.95383333	25.08	2.75
120.3676667	23.02383333	22.55	2.26
120.5703333	22.93433333	12.33	2.28
120.3883333	22.94833333	22.84	1.58
120.3188333	23.0105	21.01	1.64
120.3733333	22.995	23.01	1.55
120.5275	23.05466667	12.42	0.78
120.5683333	23.00133333	12.76	1.06
120.5186667	22.92433333	8.57	1.33
120.3016667	23.01983333	22.14	2.17
120.5926667	22.9525	15.01	1.28
120.602	22.901	15.92	1.57
120.5753333	22.99383333	14.12	2.25
120.4933333	22.9595	8.61	0.92
120.6126667	22.99766667	15.81	1.83
120.6055	22.99366667	14.69	2.28
120.5738333	22.9145	15.23	1.62
120.582	22.9075	14.39	1.91
120.5693333	22.89816667	12.04	1.37
120.4741667	22.94966667	7.11	0.79
120.3091667	22.973	26.36	1.69
120.525	22.9195	14.15	2.13
120.5773333	22.9115	20.52	1.04
120.5293333	23.01716667	16.19	1.64
120.5703333	23.08883333	11.69	1.16
120.596	22.914	15.21	1.64
120.6223333	22.88966667	11.42	1.86
120.5758333	22.9765	18.72	1.06
120.5275	22.92083333	14.48	2.6
120.533	23.01016667	14.98	1.66
120.5423333	23.0775	11.15	1.04
120.4336667	22.96916667	21.91	3.19
120.5651667	22.91066667	17.39	1.69
120.5031667	22.9195	7.61	1.29
120.5576667	22.90333333	11.51	1.25
120.3816667	22.96766667	24.1	2.45
120.3686667	22.98166667	21.91	1.32
120.3391667	23.0305	25.91	1.91
120.5553333	22.9465	18.72	1.7
120.5813333	23.06916667	12.04	1.15
120.3825	22.99416667	23.72	3.08
120.3818333	22.9845	20.68	2.37
120.554	22.91816667	18.97	1.62
120.5918333	22.918	14.28	2.62
120.5565	23.0105	17.85	2.25
120.5525	23.00633333	15.72	2.3
120.5588333	22.903	16.29	1.41
120.543	23.01466667	19.79	2.34
120.3498333	22.98616667	23.99	2.35
120.3525	22.99916667	24.51	1.91
120.5131667	22.91533333	17.94	1.73
120.5573333	22.91666667	14.42	2.04
120.3696667	22.95716667	27.15	2
120.5461667	23.0105	18.91	1.43
120.5985	22.91216667	15.46	1.89
120.5918333	22.91583333	20.16	1.7
120.3766667	22.97116667	27.72	1.95
120.3696667	22.99466667	28.32	1.72
120.3573333	22.98883333	22.77	3.24
120.5363333	22.91466667	17.58	1.4
120.3693333	22.99816667	25.19	2.27
120.5546667	22.91916667	12.35	1.49
120.4685	22.91816667	11.25	1.51
120.5126667	22.9115	16.99	1.24
120.486	22.9375	12.87	1.82
120.5031667	22.9275	8.11	1.99
120.5403333	22.90933333	15.98	2.09
120.531	23.065	12.76	1
120.5865	22.91433333	14.25	1.58
120.5675	22.92116667	15.22	1.2
120.6065	22.98133333	19.22	1.01
120.561	23.0145	15.26	1.33
120.3991667	22.9825	27.94	1.6
120.5625	22.91716667	11.95	2.08
120.376	22.955	23.78	1.8
120.5858333	22.93833333	12.12	2.45
120.6165	22.94333333	14.54	1.62
120.536	23.02483333	11.89	1.45
120.5613333	22.90833333	18.98	2.14
120.5248333	23.04516667	12.19	1.27
120.5008333	22.92	16.23	2.19
120.4528333	22.96283333	21.01	1.75
120.3611667	23.03516667	21.09	1.59
120.552	22.91266667	20.5	1.8
120.6103333	22.93	10.91	3.07
120.5685	22.91916667	19.87	1.76
120.361	23.01783333	26.71	1.49
120.3933333	22.98966667	27.5	2
120.3466667	23.03666667	24.04	2.14
120.3616667	22.94883333	25.3	1.91
120.5648333	22.909	14.54	1.3
120.5908333	22.98466667	15.91	1.13
120.5603333	23.05166667	15.32	1
120.4386667	22.98583333	20.53	1.24
120.5595	23.077	16.2	1.91
120.5428333	22.91916667	8.28	2.86
120.3183333	23.024	23.14	2.55
120.5436667	23.0195	18.39	1.64
120.3003333	23.04616667	20.49	2.72
120.5508333	23.03483333	12.45	1.44
120.2983333	23.037	20.99	2.45
120.3545	22.99433333	26.72	2.2
120.5818333	22.90283333	15.89	1.77
120.5458333	22.94383333	12.16	2.21
120.5236667	23.018	15.29	1.5
120.5158333	22.91316667	18.8	1.39
120.5023333	22.923	15.96	2.04
120.5105	22.914	18.69	1.47
120.5398333	22.91583333	11.98	2.66
120.5926667	22.914	17.95	1.41
120.585	22.90483333	9.95	2.55
120.5853333	22.91766667	9.3	2.58
120.5416667	22.9195	10.37	2.36
120.5533333	23.06533333	13.61	1.17
120.5821667	22.92783333	19.47	1.77
120.4026667	22.959	25.23	1.58
120.342	23.00733333	21.06	2.49
120.5095	23.03	12.47	1.45
120.555	22.9835	14.36	2.34
120.4266667	22.9725	22.03	3.11
120.3895	23.00116667	23.3	1.24
120.5286667	23.01333333	17.38	2.88
120.477	22.92133333	8.25	1.54
120.5288333	22.911	19.78	2.22
120.5636667	22.9075	15.71	1.83
120.5948333	22.88333333	18.59	2.53
120.5818333	22.915	20.89	1.31
120.327	22.99666667	26.54	1.71
120.5811667	22.8915	17.1	2.12
120.5551667	22.982	14.75	2.16
120.5586667	23.03733333	11.48	1.14
120.57	22.88533333	11.68	1.23
120.3488333	22.9825	20.01	2.15
120.5615	22.97983333	15.63	1.34
120.5351667	22.99316667	13.85	1.15
120.526	22.91	11.94	1.79
120.3585	22.99166667	23.3	1.97
120.5548333	22.92666667	18.19	1.38
120.363	22.94066667	22.21	1.35
120.5736667	22.936	20.38	1.71
120.557	23.06416667	10.18	1.59
120.6191667	22.89133333	14.03	1.56
120.6368333	22.92016667	22.24	1.02
120.5518333	22.916	15.06	1.61
120.5751667	22.9345	18.03	2.64
120.6085	23.06966667	7.89	1.19
120.6353333	22.9035	18.44	1.2
