> AF-AN
-176.33     -18.267                   
-176.346    -18.307                   
-176.44     -18.472                   
-176.511    -18.6                     
-176.551    -18.685                   
-176.584    -18.768                   
-176.587    -18.836                   
-176.57     -18.975                   
> TO-NI
-173.836    -14.534                   
-173.905    -14.629                   
-174.007    -14.767                   
-174.077    -14.895                   
-174.139    -15.015                   
-174.188    -15.133                   
-174.567    -15.25                    
-174.601    -15.936                   
-174.568    -16.052                   
-174.569    -16.201                   
-174.576    -16.354                   
> TO-AU
-175.979    -19.386                   
-176.027    -19.651                   
-176.079    -19.814                   
-176.122    -19.884                   
-176.116    -20.129                   
-176.152    -20.265                   
-176.159    -20.423                   
-176.176    -20.494                   
-176.19     -20.655                   
-176.237    -20.796                   
-176.264    -20.891                   
-176.289    -21                       
-176.322    -21.113                   
-176.372    -21.301                   
-176.405    -21.487                   
-176.449    -21.601                   
-176.52     -21.812                   
-176.601    -22.007                   
-176.635    -22.231                   
-176.691    -22.286                   
-176.709    -22.5                     
-176.748    -22.735                   
-176.913    -23.048                   
> SC-AN
-53.122     -61.037                   
-52.068     -60.753                   
-51.119     -60.572                   
> AS-AT
29.731      35.427                    
29.389      35.728                    
29.137      35.97                     
> PA-NA
-108.676    21.96                     
-108.589    22.102                    
-108.516    22.201                    
-108.527    22.277                    
-108.407    22.44                     
-108.273    22.613                    
> RI-PA
-108.582    21.905                    
-108.669    21.774                    
-108.784    21.643                    
-108.868    21.536                    
-108.936    21.451                    
-108.809    21.253                    
-108.915    21.068                    
-109.013    20.949                    
-109.111    20.824                    
-109.194    20.739                    
-109.261    20.643                    
-109.187    20.5                      
-109.215    20.397                    
-109.319    20.242                    
-109.378    20.176                    
-109.373    20.142                    
-108.903    19.625                    
-108.198    19.223                    
-106.244    18.52                     
-106.281    18.281                    
-106.311    18.12                     
-106.318    18.016                    
> SU-BU
95.505      12.918                    
95.155      12.053                    
94.807      11.188                    
94.415      10.679                    
94.883      7.139                     
> EU-NA
-15.716     69.55                     
-16.034     69.265                    
-16.263     69.038                    
-17.154     68.865                    
-17.392     68.7                      
-17.829     68.4                      
-18.22      68.066                    
-18.49      67.738                    
-18.756     67.443                    
-18.118     66.934                    
-17.473     66.685                    
-16.507     66.203                    
-16.656     65.943                    
-16.859     65.677                    
-17.025     65.379                    
-17.141     64.995                    
-17.368     64.737                    
-17.822     64.489                    
-18.626     64.182                    
-19.041     63.985                    
-21.298     64.067                    
-22.066     63.922                    
-22.537     63.836                    
-22.872     63.767                    
-23.33      63.651                    
-23.487     63.568                    
-23.74      63.474                    
-24.01      63.355                    
-24.255     63.23                     
-24.519     63.11                     
-24.721     62.992                    
-24.888     62.924                    
-25.035     62.8                      
-25.156     62.71                     
-25.449     62.62                     
-25.643     62.503                    
-25.875     62.375                    
-26.107     62.237                    
-26.309     62.105                    
-26.527     61.939                    
-26.768     61.825                    
-27.032     61.665                    
-27.226     61.532                    
-27.389     61.398                    
-27.582     61.252                    
-27.854     61.066                    
-28.024     60.956                    
-28.192     60.848                    
-28.408     60.704                    
-28.642     60.566                    
-28.829     60.419                    
-29.028     60.34                     
-29.118     60.273                    
-29.225     60.168                    
> IN-AU
68.274      -6.811                    
69.007      -6.538                    
69.806      -6.445                    
70.292      -6.474                    
70.786      -6.502                    
71.313      -6.599                    
71.834      -6.696                    
72.355      -6.867                    
72.884      -7.038                    
73.392      -7.039                    
73.544      -6.191                    
73.883      -4.307                    
74.358      -4.411                    
74.833      -4.514                    
75.518      -4.776                    
76.203      -5.038                    
> PA-AU 
159.318     -53.598                   
> YA-ON
124.148     25.07                     
> AM-ON
132.269     31.257                    
132.581     30.991                    
> CL-PS
133.989     6.333                     
133.674     6.156                     
133.429     5.962                     
133.308     5.734                     
133.24      5.349                     
133.189     5.016                     
133.032     4.788                     
132.911     4.454                     
132.79      4.12                      
132.74      3.698                     
132.795     3.312                     
132.85      2.908                     
132.817     2.539                     
132.766     2.257                     
132.734     1.728                     
132.72      1.165                     
132.651     0.812                     
> PA-CL
144.026     6.677                     
> WL-BH
138.793     -1.159                    
> NB-MN 
149.817     -3.617                    
149.913     -3.491                    
150.034     -3.372                    
150.135     -3.274                    
150.249     -3.202                    
150.352     -3.141                    
150.436     -3.093                    
> MN-SB
150.24      -3.903                    
150.32      -3.881                    
150.447     -3.857                    
150.552     -3.839                    
150.678     -3.818                    
150.793     -3.775                    
150.909     -3.724                    
150.987     -3.692                    
151.095     -3.806                    
151.222     -3.737                    
> WL-AU
151.654     -9.76                     
151.838     -9.906                    
151.918     -9.93                     
152.024     -9.942                    
152.086     -9.944                    
152.223     -10.039                   
152.413     -10.047                   
152.547     -10.056                   
152.651     -10.078                   
152.855     -10.384                   
153.174     -10.398                   
153.362     -10.398                   
153.552     -10.355                   
153.752     -10.345                   
153.847     -10.325                   
154.01      -10.341                   
154.125     -10.331                   
154.169     -10.323                   
154.218     -9.913                    
154.379     -9.872                    
154.596     -9.811                    
154.719     -9.763                    
154.856     -9.839                    
154.951     -9.835                    
155.07      -9.795                    
155.172     -9.621                    
155.291     -9.556                    
155.347     -9.532                    
155.473     -9.568                    
155.599     -9.581                    
155.708     -9.548                    
155.813     -9.572                    
155.908     -9.555                    
155.979     -9.548                    
155.989     -9.558                    
156.066     -9.405                    
156.101     -9.268                    
156.258     -9.225                    
156.35      -9.206                    
> PS-MA
143.097     11.569                    
143.082     11.792                    
143.106     12.03                     
143.143     12.265                    
143.239     12.478                    
143.403     12.695                    
143.51      12.822                    
143.662     13.058                    
143.771     13.268                    
143.871     13.541                    
143.903     13.623                    
143.942     13.811                    
143.976     14.087                    
144.216     14.656                    
144.53      14.917                    
144.799     15.653                    
144.792     16.123                    
144.841     16.478                    
144.798     16.979                    
144.97      17.535                    
144.773     17.83                     
144.706     18.02                     
144.663     18.166                    
144.626     18.359                    
144.601     18.756                    
144.543     19.073                    
144.527     19.123                    
144.252     19.725                    
144.137     19.753                    
144.083     19.858                    
143.97      20.111                    
143.575     20.397                    
143.493     20.532                    
143.392     20.728                    
143.281     20.962                    
143.321     21.061                    
143.28      21.32                     
143.218     21.659                    
143.15      21.928                    
142.997     22.139                    
142.774     22.377                    
> NH-PA
172.571     -13.411                   
172.434     -13.435                   
172.3       -13.481                   
172.163     -13.569                   
171.972     -13.678                   
171.619     -13.75                    
171.295     -14.066                   
171.181     -14.083                   
170.945     -14.093                   
170.642     -14.088                   
170.638     -13.942                   
170.15      -13.974                   
169.739     -13.953                   
169.739     -13.824                   
169.622     -13.808                   
169.456     -13.811                   
169.231     -13.8                     
169.234     -13.651                   
169.026     -13.639                   
168.792     -13.63                    
168.577     -13.602                   
> CR-NH
173.901     -16.849                   
173.88      -17.163                   
173.744     -17.49                    
173.66      -17.68                    
173.55      -17.962                   
173.409     -18.238                   
173.425     -18.52                    
173.447     -18.774                   
173.453     -18.999                   
173.439     -19.221                   
173.429     -19.43                    
173.398     -19.662                   
173.36      -19.89                    
173.335     -20.086                   
173.351     -20.377                   
173.384     -20.625                   
173.38      -20.837                   
173.383     -20.995                   
174.119     -21.148                   
174.115     -21.357                   
174.112     -21.578                   
174.056     -22.236                   
> NH-AU
173.04      -23.007                   
173.606     -22.835                   
> BR-NH
172.571     -13.411                   
172.74      -13.693                   
172.881     -13.965                   
173.019     -14.294                   
173.139     -14.51                    
173.178     -14.669                   
173.21      -14.77                    
173.259     -14.897                   
173.294     -14.993                   
173.32      -15.081                   
173.346     -15.154                   
173.359     -15.234                   
173.388     -15.361                   
173.428     -15.437                   
173.464     -15.504                   
173.516     -15.567                   
173.539     -15.605                   
173.4       -15.779                   
173.485     -15.922                   
173.531     -16.027                   
173.567     -16.151                   
173.455     -16.258                   
173.593     -16.497                   
173.669     -16.614                   
173.718     -16.713                   
173.788     -16.798                   
> AU-CR
176.184     -16.552                   
176.179     -16.67                    
176.148     -16.816                   
176.106     -16.965                   
176.065     -17.09                    
176.036     -17.239                   
175.986     -17.541                   
176.336     -17.823                   
176.342     -18.038                   
176.3       -18.14                    
176.244     -18.243                   
176.215     -18.319                   
176.212     -18.611                   
176.136     -18.732                   
176.061     -18.895                   
175.975     -19.022                   
175.922     -19.08                    
175.9       -19.162                   
175.885     -19.327                   
175.839     -19.445                   
175.772     -19.547                   
175.559     -19.755                   
175.574     -19.976                   
175.59      -20.189                   
175.828     -20.629                   
176.121     -21.166                   
> BR-AU
177.412     -16.51                    
177.345     -16.302                   
178.491     -16.092                   
178.524     -15.984                   
> PA-BR
172.571     -13.411                   
173.671     -13.517                   
173.941     -13.295                   
174.482     -13.396                   
174.661     -13.415                   
174.784     -13.395                   
175.314     -13.244                   
175.659     -13.326                   
176.021     -13.643                   
176.256     -13.672                   
176.618     -13.731                   
> FT-PA
-178.733    -13.986                   
-178.888    -14.224                   
-179.288    -14.936                   
> EA-PA
-114.421    -22.115                   
-114.505    -22.196                   
-114.498    -22.543                   
-114.875    -23.04                    
-115.183    -23.237                   
-115.599    -23.468                   
-115.424    -23.884                   
-115.402    -24.017                   
-115.912    -24.242                   
-116.184    -24.458                   
-116.225    -24.556                   
-116.49     -25.172                   
-116.353    -25.416                   
-116.028    -25.674                   
-115.769    -25.968                   
-115.518    -26.243                   
-115.291    -26.466                   
-115.105    -26.604                   
-114.526    -26.725                   
> EA-NZ
-112.976    -26.83                    
-112.684    -26.801                   
-112.658    -26.554                   
-112.683    -26.282                   
-112.672    -26.038                   
-112.55     -25.926                   
-112.455    -25.786                   
-112.437    -25.683                   
-112.364    -25.664                   
-112.366    -25.564                   
-112.388    -25.429                   
-112.443    -25.198                   
-111.978    -25.027                   
-111.977    -24.891                   
-112.048    -24.659                   
-112.103    -24.448                   
-112.123    -24.222                   
-111.713    -24.032                   
-111.763    -23.86                    
-111.832    -23.728                   
-111.864    -23.475                   
-111.871    -23.327                   
-111.741    -23.209                   
-111.924    -23.016                   
> JZ-PA
-112.023    -31.536                   
-112.041    -31.774                   
-112.063    -31.948                   
-112.065    -32.114                   
-112.356    -32.328                   
-112.415    -32.489                   
-112.418    -32.794                   
-112.442    -33.112                   
-112.46     -33.399                   
-112.604    -33.663                   
-112.628    -33.999                   
-112.562    -34.3                     
-112.417    -34.556                   
-112.187    -34.674                   
-111.756    -34.811                   
-111.399    -34.912                   
-111.126    -34.995                   
> JZ-AN
-110.827    -35.091                   
-110.527    -35.061                   
-110.326    -34.946                   
-110.141    -34.817                   
-109.919    -34.702                   
> JZ-NZ
-109.259    -34.545                   
-109.277    -34.204                   
-109.27     -33.917                   
-109.205    -33.702                   
-109.323    -33.392                   
-109.41     -33.14                    
-109.183    -33.02                    
-108.972    -32.937                   
> NZ-PA
-112.976    -26.83                    
-113.112    -27.014                   
-113.129    -27.273                   
-113.001    -27.607                   
-112.971    -27.85                    
-112.955    -28.129                   
-113.01     -28.383                   
-113.021    -28.549                   
-113.02     -28.787                   
-111.806    -29.266                   
-111.749    -29.579                   
-111.773    -30.025                   
-111.775    -30.187                   
-111.797    -30.425                   
-111.851    -30.624                   
-111.885    -30.666                   
-111.951    -31.045                   
-111.964    -31.39                    
> GP-PA
-102.068    2.635                     
-102.082    2.574                     
-102.077    2.502                     
-102.085    2.486                     
-102.085    2.412                     
-102.09     2.391                     
-102.088    2.327                     
-102.08     2.308                     
-102.075    2.161                     
-102.067    2.137                     
-102.075    2.024                     
-102.076    1.972                     
-102.104    1.904                     
-102.262    1.752                     
-102.257    1.528                     
-102.222    1.361                     
-102.243    1.349                     
-102.223    1.214                     
> GP-NZ
-102.181    1.134                     
-102.082    1.206                     
-101.959    1.269                     
-101.825    1.334                     
-101.58     1.318                     
-101.487    1.389                     
-101.423    1.338                     
-101.315    1.35                      
-101.195    1.423                     
-101.153    1.386                     
-101.074    1.514                     
-100.973    1.679                     
> GP-CO
-101.512    2.232                     
-101.49     2.605                     
-101.697    2.64                      
-101.878    2.642                     
> PA-CO
-102.068    2.635                     
-102.109    2.786                     
-102.096    2.798                     
-102.145    2.889                     
-102.193    3.072                     
> NZ-PA
-102.181    1.134                     
-102.21     0.706                     
-102.253    0.372                     
-102.294    0.157                     
> CO-NZ
-101.512    2.232                     
-101.196    2.199                     
-101.067    2.21                      
-100.644    2.204                     
-100.394    2.207                     
-100.047    2.3                       
-99.913     2.272                     
-99.811     2.273                     
> SC-SA
-33.734     -54.46                    
-33.355     -54.86                    
> SW-SC
-29.489     -55.033                   
-29.715     -55.204                   
-29.815     -55.327                   
-29.794     -55.501                   
-29.773     -55.605                   
-30.316     -55.754                   
-30.326     -55.863                   
-30.334     -55.949                   
-30.332     -56.052                   
-30.325     -56.134                   
-30.334     -56.29                    
-30.721     -56.449                   
-30.727     -56.511                   
-30.743     -56.57                    
-30.469     -56.851                   
-30.129     -57.095                   
-29.852     -57.598                   
-30.007     -58.272                   
-29.563     -58.817                   
-30.108     -59.515                   
-30.031     -59.937                   
-29.881     -60.174                   
-27.705     -60.467                   
> SC-AN
-41.214     -60.975                   
-36.418     -61.392                   
-34.825     -60.989                   
> IN-AR
59.41       14.895                    
58.589      14.646                    
57.984      14.599                    
57.476      14.662                    
57.001      14.66                     
> SO-AR
56.265      14.623                    
56.208      14.643                    
56.179      14.621                    
56.057      14.641                    
55.822      14.692                    
55.668      14.722                    
55.631      14.681                    
55.48       14.729                    
55.278      14.788                    
55.047      14.712                    
54.958      14.727                    
54.731      14.801                    
54.451      14.621                    
54.387      14.64                     
54.332      14.671                    
54.287      14.681                    
54.249      14.691                    
54.193      14.71                     
54.149      14.733                    
53.862      14.351                    
53.818      14.361                    
53.579      14.441                    
53.358      14.512                    
53.211      14.538                    
53.122      14.559                    
52.907      14.622                    
52.667      14.561                    
52.547      14.597                    
52.299      14.663                    
51.253      13.122                    
51.079      13.192                    
50.842      13.279                    
50.573      13.218                    
50.429      13.273                    
50.167      13.123                    
50.061      13.167                    
49.849      13.251                    
49.472      13.008                    
49.278      12.802                    
49.07       12.853                    
48.803      12.77                     
48.699      12.658                    
48.567      12.691                    
48.349      12.573                    
48.268      12.602                    
48.142      12.641                    
47.901      12.461                    
47.788      12.492                    
47.539      12.369                    
47.319      12.43                     
47.13       12.359                    
47.049      12.388                    
46.849      12.211                    
46.717      12.248                    
46.429      12.087                    
46.311      12.142                    
46.11       12.058                    
45.851      12.1                      
45.65       12.152                    
45.522      11.983                    
45.428      12.018                    
45.281      11.998                    
45.097      11.999                    
44.913      12.012                    
44.882      12.019                    
44.78       12.022                    
44.513      12.013                    
44.049      12.008                    
> NZ-PM
-80.784     7.358                     
-80.894     7.294                     
-81.741     7.061                     
-81.889     6.978                     
